"주연","총횟수","cluster","횟수","누적관객수__개봉일스크린수","누적관객수__스크린수","누적관객수__상영횟수","평균_관람객_개스크","평균_관람객_스크","평균_관람객_상횟","관람객개스크점수"
"정우성",15,1,1,10030.9946808511,9154.5,63.8570702966274,10030.9946808511,9154.5,63.8570702966274,10030.9946808511
"정우성",15,2,5,12453.0103059495,11710.6720769701,160.505621499718,2490.60206118989,2342.13441539401,32.1011242999436,5569.15551372169
"정우성",15,3,5,26177.0819932371,21710.1836081376,222.695176257535,5235.41639864741,4342.03672162752,44.539035251507,11706.7469578928
"정우성",15,4,4,11148.288072792,10040.7871497889,178.143596230553,2787.072018198,2510.19678744723,44.5358990576382,5574.144036396
"정운택",2,1,1,222.826446280992,204.257575757576,7.04888888888889,222.826446280992,204.257575757576,7.04888888888889,222.826446280992
"정운택",2,2,1,4153.47425474255,4087.01866666667,43.7207816288689,4153.47425474255,4087.01866666667,43.7207816288689,4153.47425474255
"정운택",2,3,0,0,0,0,0,0,0,0
"정운택",2,4,0,0,0,0,0,0,0,0
"정웅인",11,1,2,7810.19848484848,7230.63886730553,62.6753820831991,3905.09924242424,3615.31943365277,31.3376910415996,5522.64431104926
"정웅인",11,2,3,25402.9799900749,20964.8012654157,186.002131128006,8467.65999669165,6988.26708847191,62.0007103760019,14666.4173354884
"정웅인",11,3,5,16209.6742966737,14529.3690404099,145.857052062862,3241.93485933474,2905.87380808198,29.1714104125724,7249.1867240987
"정웅인",11,4,1,14016.9278996865,12030.6726457399,67.3268419995985,14016.9278996865,12030.6726457399,67.3268419995985,14016.9278996865
"정유미",17,1,6,9048.54865502793,8278.24656274547,145.231917525199,1508.09144250466,1379.70776045758,24.2053195875332,3694.05451959424
"정유미",17,2,4,14197.1420247394,13129.5271505897,125.535084465669,3549.28550618486,3282.38178764743,31.3837711164172,7098.57101236972
"정유미",17,3,3,13855.9043578644,10491.6743605438,111.344490830322,4618.63478595479,3497.22478684794,37.114830276774,7999.7101108787
"정유미",17,4,4,18670.7091044947,16931.821398139,177.788558075432,4667.67727612367,4232.95534953476,44.4471395188579,9335.35455224734
"정재영",19,1,4,16304.4531226964,15069.0062431396,147.731263775607,4076.11328067411,3767.25156078489,36.9328159439017,8152.22656134821
"정재영",19,2,8,38374.3280386544,34234.9080515274,295.044902968621,4796.7910048318,4279.36350644092,36.8806128710776,13567.3737898048
"정재영",19,3,6,29269.5850742564,26268.3454871531,273.669042785728,4878.26417904273,4378.05758119218,45.6115071309547,11949.2580691518
"정재영",19,4,1,4064.99683210137,3652.32637571158,46.2136640295802,4064.99683210137,3652.32637571158,46.2136640295802,4064.99683210137
"정준호",10,1,4,54873.50767862,5595.81907861075,85.1891041482038,13718.376919655,1398.95476965269,21.297276037051,27436.75383931
"정준호",10,2,5,38372.5766971043,33486.7807952135,298.288991528309,7674.51533942085,6697.35615904269,59.6577983056618,17160.7379933099
"정준호",10,3,1,7825.16648168701,6721.13918017159,72.6613385274961,7825.16648168701,6721.13918017159,72.6613385274961,7825.16648168701
"정준호",10,4,0,0,0,0,0,0,0,0
"정진영",19,1,4,61105.0018972313,43137.9460572059,212.787666694692,15276.2504743078,10784.4865143015,53.1969166736731,30552.5009486156
"정진영",19,2,6,21477.7946027635,17823.3591169491,206.642155690981,3579.63243379391,2970.55985282486,34.4403592818301,8768.27292951218
"정진영",19,3,5,30242.1733422721,22970.4914407744,203.950802979741,6048.43466845442,4594.09828815488,40.7901605959482,13524.7110761305
"정진영",19,4,4,28079.433701065,25068.621061932,211.684588363484,7019.85842526624,6267.155265483,52.9211470908711,14039.7168505325
"정혜영",7,1,4,70461.6921757742,17518.9671321805,200.857918753616,17615.4230439436,4379.74178304512,50.2144796884039,35230.8460878871
"정혜영",7,2,3,21196.2535699573,17059.7001117901,144.071319147953,7065.41785665242,5686.56670393003,48.0237730493176,12237.6627044264
"정혜영",7,3,0,0,0,0,0,0,0,0
"정혜영",7,4,0,0,0,0,0,0,0,0
"제이미 벨",1,1,0,0,0,0,0,0,0,0
"제이미 벨",1,2,0,0,0,0,0,0,0,0
"제이미 벨",1,3,0,0,0,0,0,0,0,0
"제이미 벨",1,4,1,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632
"조민수",5,1,2,7980.24512987013,7434.95384900074,80.3338762645777,3990.12256493506,3717.47692450037,40.1669381322889,5642.88544686209
"조민수",5,2,1,18782.625,13484.9615384615,49.3673119087051,18782.625,13484.9615384615,49.3673119087051,18782.625
"조민수",5,3,2,4946.32914359329,4177.41223242702,60.620246841687,2473.16457179665,2088.70611621351,30.3101234208435,3497.58287941547
"조민수",5,4,0,0,0,0,0,0,0,0
"조성하",17,1,8,20162.4717008576,19001.0988926008,229.134735573872,2520.3089626072,2375.1373615751,28.641841946734,7128.51023257914
"조성하",17,2,4,11252.1889626421,9924.3081622007,127.805721504903,2813.04724066052,2481.07704055017,31.9514303762258,5626.09448132104
"조성하",17,3,3,7968.76798570033,7476.04120059321,119.043793721282,2656.25599523344,2492.01373353107,39.6812645737608,4600.77034165376
"조성하",17,4,2,12816.2756137689,12205.9176690262,114.13948387004,6408.13780688444,6102.95883451308,57.0697419350198,9062.47539605176
"조승우",12,1,3,21037.7248531116,18813.9481792717,94.7016604125887,7012.57495103719,6271.31605975724,31.5672201375296,12146.1361070812
"조승우",12,2,5,28575.7614212565,22048.3233590475,187.054544622669,5715.1522842513,4409.66467180949,37.4109089245337,12779.4690093491
"조승우",12,3,1,3503.97983193277,2487.9093078759,44.1363338061266,3503.97983193277,2487.9093078759,44.1363338061266,3503.97983193277
"조승우",12,4,3,19803.0249692336,16498.2529125185,154.570648215849,6601.00832307788,5499.41763750617,51.523549405283,11433.2817967559
"조우진",20,1,4,5548.50596517566,5212.31069833208,84.1331078292949,1387.12649129391,1303.07767458302,21.0332769573237,2774.25298258783
"조우진",20,2,3,3644.51565016053,3379.17650684951,68.2453075646007,1214.83855005351,1126.39216894984,22.7484358548669,2104.16209168598
"조우진",20,3,5,23437.4113527195,18815.0905251845,186.427241332731,4687.48227054389,3763.0181050369,37.2854482665463,10481.5290002612
"조우진",20,4,8,27068.2989282523,23934.5178302728,333.187998254976,3383.53736603154,2991.8147287841,41.648499781872,9570.08886367589
"조윤희",5,1,1,431.348017621145,414.898305084746,10.2465466722478,431.348017621145,414.898305084746,10.2465466722478,431.348017621145
"조윤희",5,2,1,4125.66917293233,3318.83467741935,36.6142930225316,4125.66917293233,3318.83467741935,36.6142930225316,4125.66917293233
"조윤희",5,3,3,12901.7246972679,10687.1853303698,137.784817434715,4300.5748990893,3562.39511012327,45.9282724782384,7448.81422697807
"조윤희",5,4,0,0,0,0,0,0,0,0
"조은지",14,1,7,22044.0232947659,20186.3129813726,204.098969256184,3149.14618496655,2883.75899733894,29.1569956080262,8331.85764760931
"조은지",14,2,3,18190.5550371063,15972.6682135997,126.219114040332,6063.5183457021,5324.22273786656,42.073038013444,10502.321847382
"조은지",14,3,4,17577.4852260653,15693.8733201254,155.146936218569,4394.37130651634,3923.46833003134,38.7867340546424,8788.74261303267
"조은지",14,4,0,0,0,0,0,0,0,0
"조인성",4,1,0,0,0,0,0,0,0,0
"조인성",4,2,1,6420.65614035088,5980.02287581699,53.7159337756121,6420.65614035088,5980.02287581699,53.7159337756121,6420.65614035088
"조인성",4,3,1,7976.66808510638,7047.05639097744,51.7122403376645,7976.66808510638,7047.05639097744,51.7122403376645,7976.66808510638
"조인성",4,4,2,9580.79455961939,7592.64055715277,98.5121678611726,4790.39727980969,3796.32027857639,49.2560839305863,6774.64480226205
"조재윤",27,1,4,8168.80163968446,7721.28541499782,95.2744683422182,2042.20040992111,1930.32135374946,23.8186170855546,4084.40081984223
"조재윤",27,2,14,50373.5649942081,38888.5297892013,401.962981995506,3598.11178530058,2777.7521278001,28.7116415711075,13462.9015399083
"조재윤",27,3,6,48826.4516522346,38939.8619918776,292.614398649988,8137.7419420391,6489.97699864626,48.7690664416647,19933.3154164412
"조재윤",27,4,3,14505.4314448483,12965.7869353645,140.833195142642,4835.14381494942,4321.92897845484,46.9443983808807,8374.71474939481
"조재현",7,1,2,2559.60204081633,2482.04510937323,39.2625342998271,1279.80102040816,1241.02255468661,19.6312671499136,1809.91196020015
"조재현",7,2,1,2485.42642642643,2434.25588235294,31.4157145568419,2485.42642642643,2434.25588235294,31.4157145568419,2485.42642642643
"조재현",7,3,3,12083.9770890403,10439.2537559468,123.825940060463,4027.99236301342,3479.75125198225,41.2753133534876,6976.68742523867
"조재현",7,4,1,4064.99683210137,3652.32637571158,46.2136640295802,4064.99683210137,3652.32637571158,46.2136640295802,4064.99683210137
"조정석",11,1,0,0,0,0,0,0,0,0
"조정석",11,2,1,637.188524590164,637.188524590164,15.3559623362086,637.188524590164,637.188524590164,15.3559623362086,637.188524590164
"조정석",11,3,5,17788.8437432303,15775.0552517261,146.391430844771,3557.76874864606,3155.01105034523,29.2782861689541,7955.41277019695
"조정석",11,4,5,23953.1811763027,19557.171193949,245.555234433316,4790.63623526053,3911.4342387898,49.1110468866633,10712.1882775162
"조진웅",41,1,8,16075.0801887166,14086.1959111396,187.4181868911,2009.38502358957,1760.77448889245,23.4272733613875,5683.3991047795
"조진웅",41,2,7,22463.453097172,20966.0082982714,227.959914176592,3209.06472816742,2995.1440426102,32.5657020252275,8490.38721184009
"조진웅",41,3,20,77458.4200544132,68319.4032040875,725.865680157685,3872.92100272066,3415.97016020438,36.2932840078843,17320.2292671401
"조진웅",41,4,6,42953.613619483,33853.5752225229,357.530443383284,7158.93560324717,5642.26253708715,59.5884072305473,17535.7393293992
"존 허트",1,1,0,0,0,0,0,0,0,0
"존 허트",1,2,0,0,0,0,0,0,0,0
"존 허트",1,3,0,0,0,0,0,0,0,0
"존 허트",1,4,1,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632
"주지훈",10,1,1,797.225988700565,788.31843575419,17.5399627097576,797.225988700565,788.31843575419,17.5399627097576,797.225988700565
"주지훈",10,2,1,3201.41463414634,2709.45412844037,28.0219655098797,3201.41463414634,2709.45412844037,28.0219655098797,3201.41463414634
"주지훈",10,3,5,14982.5431887694,12586.5827070875,174.951725447355,2996.50863775388,2517.3165414175,34.9903450894711,6700.39700918297
"주지훈",10,4,3,17667.4192481119,15060.3758729675,173.875599576247,5889.13974937063,5020.12529098917,57.9585331920824,10200.2892587834
"주진모",24,1,4,29360.9324968398,27104.5733556033,194.328430382665,7340.23312420996,6776.14333890083,48.5821075956662,14680.4662484199
"주진모",24,2,9,65959.2703534025,53002.1833737497,387.993730665787,7328.80781704472,5889.13148597219,43.1104145184208,21986.4234511342
"주진모",24,3,8,33999.2012606629,31183.5230129235,324.813412375689,4249.90015758287,3897.94037661544,40.6016765469611,12020.5328831705
"주진모",24,4,3,13133.6005437172,10343.0948619203,167.769532535727,4377.86684790575,3447.69828730678,55.9231775119089,7582.68780934416
"진경",14,1,1,164.577049180328,164.577049180328,9.69034749034749,164.577049180328,164.577049180328,9.69034749034749,164.577049180328
"진경",14,2,5,9753.84980650563,8887.34980375851,111.822007806526,1950.76996130113,1777.4699607517,22.3644015613052,4362.05424193395
"진경",14,3,5,14690.0364108811,12131.2947369127,158.414197303583,2938.00728217621,2426.25894738254,31.6828394607166,6569.58400133542
"진경",14,4,3,29007.7752098131,25159.5856578683,196.184085639859,9669.25840327103,8386.52855262277,65.3946952132865,16747.6468259777
"진구",17,1,3,4772.45620248126,4470.92938615747,61.6526206866519,1590.81873416042,1490.30979538582,20.5508735622173,2755.37887319825
"진구",17,2,9,25701.1593086578,22794.6168840017,290.788140361597,2855.68436762865,2532.73520933352,32.3097933735108,8567.05310288595
"진구",17,3,4,21526.3419300671,16646.1999933726,167.004154099365,5381.58548251678,4161.54999834315,41.7510385248413,10763.1709650336
"진구",17,4,1,15198.4805867127,11099.5834908633,93.3761595793179,15198.4805867127,11099.5834908633,93.3761595793179,15198.4805867127
"진세연",4,1,1,334.197530864198,221.885245901639,17.7858081471748,334.197530864198,221.885245901639,17.7858081471748,334.197530864198
"진세연",4,2,2,4337.53603317722,3645.12501217967,53.8644054611328,2168.76801658861,1822.56250608984,26.9322027305664,3067.10114270061
"진세연",4,3,1,7825.16648168701,6721.13918017159,72.6613385274961,7825.16648168701,6721.13918017159,72.6613385274961,7825.16648168701
"진세연",4,4,0,0,0,0,0,0,0,0
"차민지",3,1,1,80.9249146757679,80.9249146757679,8.51688218390805,80.9249146757679,80.9249146757679,8.51688218390805,80.9249146757679
"차민지",3,2,1,10603.8839050132,9614.52631578947,56.8247271081952,10603.8839050132,9614.52631578947,56.8247271081952,10603.8839050132
"차민지",3,3,1,3873.86641221374,3288.18466522678,30.3978256311959,3873.86641221374,3288.18466522678,30.3978256311959,3873.86641221374
"차민지",3,4,0,0,0,0,0,0,0,0
"차승원",15,1,4,14928.5813418841,13011.9593344311,129.901967580105,3732.14533547103,3252.98983360778,32.4754918950263,7464.29067094206
"차승원",15,2,7,35386.5905661739,31303.3442506734,275.644721504439,5055.22722373913,4471.90632152477,39.3778173577771,13374.8740549372
"차승원",15,3,3,8104.74642599049,6955.75406098403,95.4424664068044,2701.58214199683,2318.58468699468,31.8141554689348,4679.27753075926
"차승원",15,4,1,4763.72906867357,3305.38120104439,36.1682475287126,4763.72906867357,3305.38120104439,36.1682475287126,4763.72906867357
"차인표",4,1,0,0,0,0,0,0,0,0
"차인표",4,2,1,2973.50993377483,2953.94736842105,31.9584326844372,2973.50993377483,2953.94736842105,31.9584326844372,2973.50993377483
"차인표",4,3,3,21257.3653890951,18886.7310876723,187.740160572296,7085.78846303169,6295.5770292241,62.5800535240986,12272.9456296563
"차인표",4,4,0,0,0,0,0,0,0,0
"차태현",13,1,3,12104.9113206258,11629.1373106061,136.492885185677,4034.9704402086,3876.37910353535,45.4976283952256,6988.77380947986
"차태현",13,2,7,42549.298531578,37468.2754422763,248.574136501742,6078.47121879686,5352.61077746805,35.5105909288203,16082.1231964002
"차태현",13,3,2,11627.5826639539,8967.33232142358,91.2354454682975,5813.79133197696,4483.66616071179,45.6177227341487,8221.94255048896
"차태현",13,4,1,9370.46488946684,7537.53922594142,67.5610013360523,9370.46488946684,7537.53922594142,67.5610013360523,9370.46488946684
"천보근",7,1,1,330.107692307692,315.544117647059,7.33154897494305,330.107692307692,315.544117647059,7.33154897494305,330.107692307692
"천보근",7,2,2,17012.0602093494,13857.8114095214,102.555734623233,8506.03010467471,6928.90570476072,51.2778673116165,12029.3431359848
"천보근",7,3,3,33213.0252147059,24173.252833515,167.294536692017,11071.008404902,8057.75094450501,55.7648455640058,19175.5490483123
"천보근",7,4,1,4064.99683210137,3652.32637571158,46.2136640295802,4064.99683210137,3652.32637571158,46.2136640295802,4064.99683210137
"천우희",17,1,2,12306.606698281,10864.4364787379,111.13224335181,6153.30334914049,5432.21823936893,55.5661216759052,8702.08504975026
"천우희",17,2,7,32639.2343927919,24421.9374391567,221.945438354819,4662.74777039884,3488.84820559382,31.7064911935456,12336.4710266962
"천우희",17,3,7,19585.7504108822,18133.2819326805,225.105508129798,2797.96434441175,2590.46884752579,32.1579297328282,7402.71783253936
"천우희",17,4,1,6115.54577777778,4632.98922558923,52.7881794187153,6115.54577777778,4632.98922558923,52.7881794187153,6115.54577777778
"최리",2,1,0,0,0,0,0,0,0,0
"최리",2,2,1,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329
"최리",2,3,1,4145.66303030303,3577.58577405858,35.8369605079791,4145.66303030303,3577.58577405858,35.8369605079791,4145.66303030303
"최리",2,4,0,0,0,0,0,0,0,0
"최민식",13,1,1,5529.87777777778,4253.75213675214,42.414266234873,5529.87777777778,4253.75213675214,42.414266234873,5529.87777777778
"최민식",13,2,4,24179.1602479669,20803.1719868376,196.978077778343,6044.79006199173,5200.7929967094,49.2445194445857,12089.5801239835
"최민식",13,3,3,19591.1458487223,17306.6563509825,145.592415754309,6530.38194957411,5768.88545032752,48.5308052514363,11310.9533294931
"최민식",13,4,5,22600.7941018228,18306.1631610057,244.340401303448,4520.15882036457,3661.23263220113,48.8680802606897,10107.3823914304
"최우식",10,1,0,0,0,0,0,0,0,0
"최우식",10,2,1,165.255555555556,165.255555555556,11.575820469581,165.255555555556,165.255555555556,11.575820469581,165.255555555556
"최우식",10,3,4,8917.47147216871,7785.90223077488,123.501272725352,2229.36786804218,1946.47555769372,30.875318181338,4458.73573608435
"최우식",10,4,5,22204.4920478602,18594.2999530476,237.47753194362,4440.89840957204,3718.85999060951,47.495506388724,9930.15072497378
"최재환",5,1,1,2168.85572139303,2008.9400921659,26.5557992202729,2168.85572139303,2008.9400921659,26.5557992202729,2168.85572139303
"최재환",5,2,1,2740.78640776699,2490.89117647059,29.0253958461855,2740.78640776699,2490.89117647059,29.0253958461855,2740.78640776699
"최재환",5,3,2,17013.9017571525,15230.9061812562,89.2026481790629,8506.95087857626,7615.45309062812,44.6013240895314,12030.6453069243
"최재환",5,4,1,1657.42676579926,1559.99930020994,33.5329803396561,1657.42676579926,1559.99930020994,33.5329803396561,1657.42676579926
"쿠니무라 준",1,1,0,0,0,0,0,0,0,0
"쿠니무라 준",1,2,0,0,0,0,0,0,0,0
"쿠니무라 준",1,3,0,0,0,0,0,0,0,0
"쿠니무라 준",1,4,1,6115.54577777778,4632.98922558923,52.7881794187153,6115.54577777778,4632.98922558923,52.7881794187153,6115.54577777778
"크리스 에반스",1,1,0,0,0,0,0,0,0,0
"크리스 에반스",1,2,0,0,0,0,0,0,0,0
"크리스 에반스",1,3,0,0,0,0,0,0,0,0
"크리스 에반스",1,4,1,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632
"틸다 스윈튼",1,1,0,0,0,0,0,0,0,0
"틸다 스윈튼",1,2,0,0,0,0,0,0,0,0
"틸다 스윈튼",1,3,0,0,0,0,0,0,0,0
"틸다 스윈튼",1,4,1,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632
"하정우",26,1,6,25237.6167783824,21413.9978162468,195.827773110369,4206.26946306374,3568.99963604114,32.6379621850615,10303.2139051567
"하정우",26,2,2,23509.5002732996,21268.3277014708,104.070605110161,11754.7501366498,10634.1638507354,52.0353025550807,16623.7270655572
"하정우",26,3,11,68397.6682996163,57880.3386109336,526.84455553846,6217.96984541966,5261.84896463033,47.8949595944055,20622.6729350012
"하정우",26,4,7,42466.3687879111,37242.521468332,442.011870975391,6066.62411255873,5320.36020976172,63.1445529964844,16050.7786995383
"한가인",1,1,0,0,0,0,0,0,0,0
"한가인",1,2,0,0,0,0,0,0,0,0
"한가인",1,3,1,7488.59198542805,6932.94603709949,38.7600241352327,7488.59198542805,6932.94603709949,38.7600241352327,7488.59198542805
"한가인",1,4,0,0,0,0,0,0,0,0
"한석규",15,1,5,17277.9906770899,15853.3883809743,184.146622852787,3455.59813541798,3170.67767619486,36.8293245705573,7726.95233371612
"한석규",15,2,5,18222.0910584255,16992.3140350557,202.956732053333,3644.4182116851,3398.46280701113,40.5913464106665,8149.1668597661
"한석규",15,3,4,16144.8744492053,14130.1439091677,138.995158346792,4036.21861230132,3532.53597729192,34.7487895866979,8072.43722460265
"한석규",15,4,1,806.030050083472,806.030050083472,37.5232765990518,806.030050083472,806.030050083472,37.5232765990518,806.030050083472
"한은정",4,1,3,6807.10269503546,6627.48822152498,90.2514705772022,2269.03423167849,2209.16274050833,30.0838235257341,3930.08257338015
"한은정",4,2,0,0,0,0,0,0,0,0
"한은정",4,3,1,7101.76952380952,6373.38290598291,47.5183079923021,7101.76952380952,6373.38290598291,47.5183079923021,7101.76952380952
"한은정",4,4,0,0,0,0,0,0,0,0
"한지민",10,1,2,5672.21054994388,5499.84819175778,87.4397105402124,2836.10527497194,2749.92409587889,43.7198552701062,4010.8585441832
"한지민",10,2,2,2710.03472693453,2465.7388112639,48.2688668947066,1355.01736346726,1232.86940563195,24.1344334473533,1916.28393266644
"한지민",10,3,4,17159.9337318912,13306.5334509542,131.246972033054,4289.9834329728,3326.63336273855,32.8117430082634,8579.9668659456
"한지민",10,4,2,10207.8772579818,8846.54867488055,100.501073013237,5103.9386289909,4423.27433744028,50.2505365066185,7218.05923063887
"한효주",11,1,1,905.333333333333,905.333333333333,24.891332809636,905.333333333333,905.333333333333,24.891332809636,905.333333333333
"한효주",11,2,4,25673.5449897046,20991.9376224689,190.279400204475,6418.38624742614,5247.98440561723,47.5698500511187,12836.7724948523
"한효주",11,3,5,32784.5748967392,25025.6473110557,219.487610924703,6556.91497934785,5005.12946221113,43.8975221849407,14661.7076165084
"한효주",11,4,1,828.598156682028,828.598156682028,35.3558675475853,828.598156682028,828.598156682028,35.3558675475853,828.598156682028
"허준호",9,1,2,6369.85825641026,5772.09642888479,62.0572812513247,3184.92912820513,2886.0482144424,31.0286406256624,4504.16996830481
"허준호",9,2,0,0,0,0,0,0,0,0
"허준호",9,3,4,14665.1032021788,13402.4011676112,154.380987880877,3666.27580054469,3350.60029190279,38.5952469702193,7332.55160108939
"허준호",9,4,3,4817.02905422313,4817.02905422313,110.031344944049,1605.67635140771,1605.67635140771,36.6771149813497,2781.11302114997
"현빈",9,1,3,7488.74615384615,7183.72977590591,91.1397825936799,2496.24871794872,2394.57659196864,30.3799275312266,4323.62960781585
"현빈",9,2,1,2279.87903225806,1910.16891891892,33.0700694065351,2279.87903225806,1910.16891891892,33.0700694065351,2279.87903225806
"현빈",9,3,2,10877.5082801287,7757.28526290446,88.6419146249675,5438.75414006434,3878.64263145223,44.3209573124838,7691.55986729181
"현빈",9,4,3,8674.38911874649,7894.43491192186,106.793199377544,2891.46303958216,2631.47830397395,35.5977331258481,5008.16089276385
"홍진희",1,1,0,0,0,0,0,0,0,0
"홍진희",1,2,1,18782.625,13484.9615384615,49.3673119087051,18782.625,13484.9615384615,49.3673119087051,18782.625
"홍진희",1,3,0,0,0,0,0,0,0,0
"홍진희",1,4,0,0,0,0,0,0,0,0
"황정민",42,1,1,5689.92073170732,5016.91935483871,49.5038196286472,5689.92073170732,5016.91935483871,49.5038196286472,5689.92073170732
"황정민",42,2,19,92796.2505678139,81093.9556529192,731.098453052003,4884.01318777968,4268.10292910101,38.4788659501054,21288.9199244516
"황정민",42,3,12,53981.785005903,42558.8108300889,449.590807481027,4498.48208382525,3546.56756917407,37.4659006234189,15583.1990522473
"황정민",42,4,10,66694.5130431652,58029.3884719746,514.598454240855,6669.45130431652,5802.93884719746,51.4598454240855,21090.656865221
