"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"어머니는 죽지 않는다",2007-09-12,6e+05,0,705081000,105,128164,1,42,"한국","HMJ필름","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","가족,드라마","하명중","조영민"
"행복",2007-10-03,611000,0,7737684000,94,1174495,1,10,"한국","라이필름,영화사 집","(주)쇼박스","15세이상관람가","드라마,멜로/로맨스","허진호","황정민"
"서유,이제 시작이다",2008-04-09,4e+05,0,4e+05,80,80,1,2,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"냉장고나라 코코몽",2008-08-17,308200,0,308200,76,76,1,2,"한국",NA,NA,NA,"기타",NA,NA
"중앙대학교졸업작품전-섹션5",2008-12-12,219000,0,219000,73,73,1,4,"한국",NA,NA,NA,"드라마",NA,NA
"인디포럼2008-국내신작 7",2008-05-30,337000,0,337000,68,68,1,2,"한국",NA,NA,NA,NA,NA,NA
"작가를 만나다-양해훈1",2008-03-22,263000,0,263000,55,55,1,1,"한국",NA,NA,NA,"드라마",NA,NA
"중앙대학교졸업작품전-섹션8",2008-12-12,165000,0,165000,55,55,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"인디포럼2008-국내신작 8",2008-05-30,265000,0,265000,53,53,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"인디포럼2008-국내신작 9",2008-05-30,245000,0,245000,49,49,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"인디포럼2008-국내초청1",2008-05-30,225000,0,225000,45,45,1,2,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"중앙대학교졸업작품전-섹션7",2008-12-12,135000,0,135000,45,45,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"인디다큐페스티발2008-길",2008-03-28,214000,0,214000,43,43,1,5,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"중앙대학교졸업작품전-섹션9",2008-12-12,126000,0,126000,42,42,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"인디포럼2008-국내신작 1",2008-05-30,202000,0,202000,41,41,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"작가를 만나다-양해훈2",2008-03-22,199000,0,199000,41,41,1,1,"한국",NA,NA,NA,"드라마",NA,NA
"인디포럼2008-국내신작 2",2008-05-30,2e+05,0,2e+05,40,40,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"힐링 히스토리-이반검열 1+2",2008-03-06,188000,0,188000,39,39,1,3,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"색화동",2007-11-15,214000,0,3237500,36,498,1,10,"한국","클릭영화사(주),청년필름(주)","(주)프리머스시네마","청소년관람불가","코미디,드라마,성인물(에로)","공자관","조재완"
"디워",2007-08-01,150000,0,49340084700,33,7855474,1,5,"한국","㈜영구아트","(주)쇼박스","12세이상관람가","액션,판타지","심형래","브룩스"
"인디포럼2008-포럼 기획2",2008-05-30,160000,0,160000,32,32,1,1,"한국",NA,NA,NA,"기타",NA,NA
"지금 사랑하는 사람과 살고 있습니까?",2007-08-15,158000,0,7004658500,32,1042955,1,7,"한국","(주)씨네이천","(주)시네마서비스","청소년관람불가","드라마,멜로/로맨스","정윤수","박용우"
"인디포럼2008-국내신작 3",2008-05-30,145000,0,145000,29,29,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"남성의 증명",2008-04-24,106000,0,106000,28,28,1,7,"한국",NA,NA,NA,"드라마",NA,NA
"에로틱 번뇌 보이",2008-03-07,119000,0,119000,28,28,1,2,"한국",NA,NA,NA,"다큐멘터리","최진성","김우"
"중앙대학교졸업작품전-섹션10",2008-12-12,81000,0,81000,27,27,1,1,"한국",NA,NA,NA,"드라마",NA,NA
"인디포럼2008-국내신작 4",2008-05-30,120000,0,120000,24,24,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"스카우트",2007-11-14,104000,0,1899792000,22,292462,1,1,"한국","㈜두루미필름","CJ ENM","12세이상관람가","드라마,코미디","김현석","임창정"
"인디포럼2008-국내신작 5",2008-05-30,110000,0,110000,22,22,1,2,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"작가를 만나다-이지상",2008-09-27,91000,0,91000,21,21,1,2,"한국",NA,NA,NA,"드라마",NA,NA
"1번가의 기적",2007-02-14,88000,0,15494122100,19,2535450,1,4,"한국","(주)두사부필름","CJ ENM","15세이상관람가","드라마,코미디","윤제균","하지원"
"애니충격 감독열전-희로애락 블루스-원종식",2008-09-26,86000,0,86000,17,17,1,4,"한국",NA,NA,NA,NA,NA,NA
"우리에게 내일은 없다",2007-05-17,99000,0,21178500,17,3198,1,4,"한국","청년필름(주)","스폰지","15세이상관람가","드라마","노동석","김병석"
"화려한 휴가",2007-07-25,70000,0,44098519600,14,6855314,1,6,"한국","기획시대(주)","CJ ENM","12세이상관람가","드라마","김지훈","김상경"
"힐링 히스토리-숨결",2008-03-06,62000,0,62000,13,13,1,3,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"재외동포영화제-특별상영",2008-08-29,44000,0,44000,11,11,1,1,"한국",NA,NA,NA,"기타",NA,NA
"도살자",2008-07-25,50000,0,50000,10,10,1,3,"한국","데빌그루픽처스",NA,NA,"범죄,스릴러","김진원",NA
"힐링 히스토리-거류",2008-03-06,47000,0,47000,10,10,1,2,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"황진이",2007-06-06,35000,0,7763409000,7,1191690,1,3,"한국","(주)씨네이천,(주)씨즈엔터테인먼트","(주)시네마서비스","15세이상관람가","드라마,멜로/로맨스","장윤현","송혜교"
"미지와의 조우",2008-06-27,28000,0,28000,6,6,1,3,"한국",NA,NA,NA,NA,NA,NA
"바람피기 좋은 날",2007-02-08,30000,0,10738218900,6,1708979,1,3,"한국","(주)아이필름홀딩스","(주)시네마서비스","청소년관람불가","드라마,멜로/로맨스,코미디","장문일","김혜수"
"차별에 관한 이야기1",2008-11-06,20000,0,20000,5,5,1,2,"한국",NA,NA,NA,"기타",NA,NA
"천막",2008-03-29,29000,0,29000,5,5,1,3,"한국","푸른영상","시네마달,푸른영상","12세이상관람가","다큐멘터리","김재영","김재영"
"설레임",2008-06-27,20000,0,20000,4,4,1,2,"한국",NA,NA,NA,NA,NA,NA
"죽기 전에 해야할 몇가지 것들",2009-07-09,25000,0,25000,4,4,1,1,"한국","휴매스터","(주)이모션픽처스","12세이상관람가","드라마","박성범","남궁은"
"필승 Ver1.0 주봉희",2008-05-27,20000,0,20000,4,4,1,1,"한국",NA,NA,NA,"다큐멘터리","태준식",NA
"힐링 히스토리-돌 속에 갇힌 말",2008-03-06,18000,0,18000,4,4,1,2,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"곰국, 어게인",2009-12-17,7000,0,7000,1,1,1,1,"한국",NA,NA,NA,"드라마",NA,NA
"점입가경",2008-06-27,5000,0,5000,1,1,1,1,"한국",NA,NA,NA,NA,"문성일",NA
"한여름 밤의 악몽",2008-06-27,3000,0,3000,1,1,1,1,"한국",NA,NA,NA,NA,NA,NA
"두 얼굴의 여친",2007-09-13,0,0,4586849000,0,700417,1,2,"한국","(주)화인웍스","(주)쇼박스","15세이상관람가","멜로/로맨스,코미디","이석훈","봉태규"
"아름다운 영화 상영회-그녀들의 이야기를 만나다2",2008-05-26,0,0,0,0,0,1,1,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"인디다큐페스티발2008-언니",2008-03-31,0,0,0,0,0,1,2,"한국",NA,NA,NA,"다큐멘터리",NA,NA
"제1회 노인영화제",2008-11-18,0,0,0,0,0,1,6,"한국",NA,NA,NA,"기타",NA,NA
