"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"청년경찰",2017-08-09,44381150516,2.5,44381150516,5653270,5653270,1102,118544,"한국","(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","김주환","박서준"
"덕혜옹주",2016-08-03,44395967609,2.5,44395967609,5599665,5599665,964,97323,"한국","(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","사극,드라마","허진호","손예진"
"더 킹",2017-01-18,43488814535,2.4,43488814535,5317693,5317693,1310,107983,"한국","(주)매그넘나인","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄,드라마","한재림","조인성"
"판도라",2016-12-07,36067171064,2,36067171064,4584800,4584800,1184,100270,"한국","(주)씨에이씨엔터테인먼트","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마,스릴러","박정우","김남길"
"아가씨",2016-06-01,35217052991,2,35217052991,4288530,4288530,1171,90372,"한국","유한회사 아가씨에프에스,(주)모호필름,(주)용필름","(주)씨제이이엔엠","청소년관람불가","스릴러,드라마","박찬욱","김민희"
"꾼",2017-11-22,31312029795,1.7,31312029795,4018035,4018035,1314,117398,"한국","(주)영화사두둥","(주)쇼박스","15세이상관람가","범죄","장창원","현빈"
"강철비",2017-12-14,31994897566,1.8,31994897566,4014293,4014293,1426,66760,"한국","(주)와이웍스엔터테인먼트,(주)모팩","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","액션,드라마","양우석","정우성"
"남한산성",2017-10-03,31225083792,1.7,31225083792,3849087,3849087,1229,71101,"한국","(주)싸이런픽쳐스","(주)씨제이이엔엠","15세이상관람가","사극,드라마","황동혁","이병헌"
"귀향",2016-02-24,27249801990,1.5,27249801990,3587182,3587182,876,90288,"한국","주식회사 제이오엔터테인먼트코리아","(주)와우픽쳐스","15세이상관람가","드라마","조정래","손숙"
"아이 캔 스피크",2017-09-21,25526451186,1.4,25526451186,3279296,3279296,1140,93012,"한국","주식회사 영화사 시선,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스","12세이상관람가","코미디","김현석","나문희"
"형",2016-11-23,23130188893,1.3,23130188893,2982230,2982230,993,83591,"한국","굿초이스컷픽쳐스(주)","(주)씨제이이엔엠","12세이상관람가","코미디,드라마","권수경","조정석"
"프리즌",2017-03-23,23790276987,1.3,23790276987,2931897,2931897,1047,89024,"한국","(주)큐로홀딩스","(주)쇼박스","청소년관람불가","범죄,액션","나현","한석규"
"살인자의 기억법",2017-09-06,21375287492,1.2,21375287492,2658589,2658589,1064,88686,"한국","(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창","(주)쇼박스","15세이상관람가","범죄,스릴러","원신연","설경구"
"히말라야",2015-12-16,20705587567,1.1,60175363015,2630352,7759761,955,61673,"한국","(주)제이케이필름","(주)씨제이이엔엠","12세이상관람가","드라마","이석훈","황정민"
"아수라",2016-09-28,20579716662,1.1,20579716662,2594420,2594420,1278,68044,"한국","(주)사나이픽처스","(주)씨제이이엔엠","청소년관람불가","범죄,액션","김성수","정우성"
"보안관",2017-05-03,20844488409,1.2,20844488409,2588628,2588628,1091,63709,"한국","(주)영화사 월광,(주)사나이픽처스","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄,코미디","김형주","이성민"
"조작된 도시",2017-02-09,20143992587,1.1,20143992587,2515501,2515501,1019,62241,"한국","(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트","(주)씨제이이엔엠","15세이상관람가","범죄,액션","박광현","지창욱"
"재심",2017-02-15,19266319637,1.1,19266319637,2421197,2421197,935,68402,"한국","(주)이디오플랜","오퍼스픽쳐스(유),CGV아트하우스","15세이상관람가","드라마","김태윤","정우"
"박열",2017-06-28,18093639795,1,18093639795,2359206,2359206,1176,78499,"한국","(유)박열문화전문회사","메가박스중앙(주)플러스엠","12세이상관람가","드라마","이준익","이제훈"
"굿바이 싱글",2016-06-29,16913282195,0.9,16913282195,2108561,2108561,841,56390,"한국","호두앤유 엔터테인먼트(주),(주)영화사람","(주)쇼박스","15세이상관람가","코미디,드라마","김태곤","김혜수"
"봉이 김선달",2016-07-06,16227052642,0.9,16227052642,2051277,2051277,942,51418,"한국","(주)엠픽처스,(주)에스엔케이픽처스","(주)씨제이이엔엠","12세이상관람가","사극","박대민","유승호"
"1987",2017-12-27,15254004037,0.8,15254004037,1942077,1942077,1299,27619,"한국","(주)우정필름","(주)씨제이이엔엠","15세이상관람가","드라마","장준환","안대겸"
"내부자들: 디 오리지널",2015-12-31,15742927260,0.9,16979714975,1924720,2084868,838,45697,"한국","(유)내부자들 문화전문회사","(주)쇼박스","청소년관람불가","범죄,드라마","우민호","신지수"
"노무현입니다",2017-05-25,14556517612,0.8,14556517612,1855149,1855149,775,61327,"한국","영화사 풀","CGV아트하우스,영화사 풀","12세이상관람가","다큐멘터리","이창재","노무현"
"임금님의 사건수첩",2017-04-26,12651193723,0.7,12651193723,1635003,1635003,1054,53005,"한국","(주)영화사람,(주)씨제이이엔엠,(주)더타워픽쳐스","(주)씨제이이엔엠","12세이상관람가","코미디,어드벤처,액션","문현성","이선균"
"부라더",2017-11-02,11783109998,0.7,11783109998,1492903,1492903,889,54975,"한국","(주)홍필름,(주)수필름","메가박스중앙(주)플러스엠","12세이상관람가","코미디","장유정","마동석"
"탐정 홍길동: 사라진 마을",2016-05-04,11516170845,0.6,11516170845,1430885,1430885,764,41076,"한국","(주)영화사비단길","(주)씨제이이엔엠","15세이상관람가","드라마,액션","조성희","이제훈"
"기억의 밤",2017-11-29,10646654660,0.6,10646654660,1386611,1386611,759,52847,"한국","(주)비에이엔터테인먼트","메가박스중앙(주)플러스엠,주식회사 키위컴퍼니","15세이상관람가","미스터리,스릴러","장항준","강하늘"
"브이아이피",2017-08-23,10956621835,0.6,10956621835,1373316,1373316,996,44650,"한국","(주)영화사 금월,(주)페퍼민트앤컴퍼니","워너브러더스 코리아(주)","청소년관람불가","범죄,드라마","박훈정","강소백"
"특별시민",2017-04-26,10494768945,0.6,10494768945,1362634,1362634,1154,46377,"한국","(주)팔레트픽처스","(주)쇼박스","15세이상관람가","드라마","박인제","최민식"
"장산범",2017-08-17,10341783083,0.6,10341783083,1306438,1306438,711,34768,"한국","(주)드림캡쳐","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","미스터리,스릴러","허정","염정아"
"특별수사: 사형수의 편지",2016-06-16,9932284065,0.6,9932284065,1243065,1243065,691,39389,"한국","(주)콘텐츠케이","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄,드라마","권종관","김명민"
"악녀",2017-06-08,9739662144,0.5,9739662144,1208081,1208081,685,46070,"한국","(주)앞에있다","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","액션","정병길","이주원"
"해빙",2017-03-01,9905406822,0.6,9905406822,1204600,1204600,915,46227,"한국","위더스필름(주),(주)영화사불","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","스릴러","이수연","조진웅"
"시간이탈자",2016-04-13,9731838195,0.5,9731838195,1202384,1202384,733,55075,"한국","(주)씨제이이엔엠,상상필름(주)","(주)씨제이이엔엠","15세이상관람가","스릴러","곽재용","임수정"
"동주",2016-02-17,8905778963,0.5,8905778963,1175381,1175381,543,40009,"한국","(주) 루스이소니도스","메가박스중앙(주)플러스엠","12세이상관람가","드라마","이준익","강하늘"
"당신, 거기 있어줄래요",2016-12-14,9361708648,0.5,9361708648,1168740,1168740,767,41404,"한국","(주)수필름","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","판타지,드라마","홍지영","김윤석"
"미씽: 사라진 여자",2016-11-30,8882181256,0.5,8882181256,1153201,1153201,790,40625,"한국","다이스필름(주)","메가박스중앙(주)플러스엠","15세이상관람가","미스터리","이언희","서하늬"
"하루",2017-06-15,9072737842,0.5,9072737842,1129609,1129609,781,45808,"한국","(주)라인필름","CGV아트하우스","15세이상관람가","스릴러","조선호","김명민"
"오빠생각",2016-01-21,8060591287,0.4,8060591287,1069864,1069864,855,44801,"한국","(주)조이래빗","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마,전쟁","이한","김현빈"
"날, 보러와요",2016-04-07,8836144063,0.5,8836144063,1063442,1063442,683,49237,"한국","영화사올(주),(주)발렌타인필름","메가박스중앙(주)플러스엠","청소년관람불가","미스터리,스릴러","이철하","강예원"
"고산자, 대동여지도",2016-09-07,7801007258,0.4,7801007258,974262,974262,765,38048,"한국","(주)시네마서비스","(주)씨제이이엔엠","전체관람가","사극","강우석","김율호"
"불한당: 나쁜 놈들의 세상",2017-05-17,7587004625,0.4,7587004625,939535,939535,860,37913,"한국","(주)씨제이이엔엠,(주)바른손","(주)씨제이이엔엠","청소년관람불가","범죄,액션,드라마","변성현","설경구"
"좋아해줘",2016-02-17,6572774337,0.4,6572774337,848148,848148,637,27125,"한국","리양필름(주),(주)제이케이필름","(주)씨제이이엔엠","12세이상관람가","멜로/로맨스,코미디","박현진","이미연"
"대립군",2017-05-31,6276963402,0.3,6276963402,837500,837500,809,29084,"한국","리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,(주)블러썸픽쳐스","이십세기폭스코리아(주)","15세이상관람가","드라마,사극","정윤철","이정재"
"뽀로로 극장판 공룡섬 대모험",2017-12-07,5848888600,0.3,5848888600,773743,773743,803,18226,"한국","(주)오콘","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","김현호,윤제완","이선"
"스플릿",2016-11-09,6102712539,0.3,6102712539,758195,758195,702,32618,"한국","오퍼스픽쳐스(유)","오퍼스픽쳐스(유)","15세이상관람가","드라마","최국희","유지태"
"국가대표 2",2016-08-10,5483360042,0.3,5483360042,710117,710117,562,20691,"한국","케이엠컬쳐㈜","메가박스중앙(주)플러스엠","12세이상관람가","드라마","김종현","수애"
"그날의 분위기",2016-01-14,5149571612,0.3,5149571612,653287,653287,592,27186,"한국","영화사 문(주)","(주)쇼박스","15세이상관람가","멜로/로맨스","조규장","김정희"
"아빠는 딸",2017-04-12,5054757395,0.3,5054757395,647305,647305,586,33263,"한국","영화사김치(주)","메가박스중앙(주)플러스엠","12세이상관람가","코미디","김형협","윤제문"
"사냥",2016-06-29,4912658515,0.3,4912658515,645922,645922,696,28862,"한국","(주)빅스톤픽쳐스","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","이우철","안성기"
"널 기다리며",2016-03-10,5234303336,0.3,5234303336,635235,635235,551,33774,"한국","(주)영화사수작,모티브픽쳐스(주),(주)디씨지플러스","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","스릴러","모홍진","김은우"
"가려진 시간",2016-11-16,3946968400,0.2,3946968400,511131,511131,884,30416,"한국","(주)바른손이앤에이","(주)쇼박스","12세이상관람가","드라마,판타지","엄태화","강동원"
"침묵",2017-11-02,3930219264,0.2,3930219264,494097,494097,634,23228,"한국","(주)용필름","(주)씨제이이엔엠","15세이상관람가","드라마","정지우","최민식"
"해어화",2016-04-13,3768200759,0.2,3768200759,485695,485695,572,32322,"한국","더램프(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,드라마","박흥식","한효주"
"계춘할망",2016-05-19,3602649348,0.2,3602649348,482784,482784,526,19653,"한국","지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스","(주)콘텐츠 난다긴다","15세이상관람가","가족,드라마","창","윤여정"
"로봇, 소리",2016-01-27,3519595560,0.2,3519595560,476665,476665,609,25502,"한국","(주)영화사 좋은날,(주)디씨지플러스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","이호재","이성민"
"리얼",2017-06-28,3357312530,0.2,3357312530,470105,470105,970,25139,"한국","(주)코브픽쳐스","(주)씨제이이엔엠","청소년관람불가","액션","이사랑","김수현"
"반드시 잡는다",2017-11-29,3326439772,0.2,3326439772,446780,446780,565,24559,"한국","(주)에이디사공육,씨네주 유한회사","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","스릴러","김홍선","백윤식"
"원라인",2017-03-29,3319035433,0.2,3319035433,435048,435048,613,20788,"한국","(주)미인픽쳐스,(주)곽픽쳐스","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄","양경모","김찬호"
"나를 잊지 말아요",2016-01-07,3398915000,0.2,3409535000,425799,427197,559,19138,"한국","(주)아티스트스튜디오","(주)씨제이이엔엠","15세이상관람가","멜로/로맨스","이윤정","정우성"
"넛잡 2",2017-10-03,3069388100,0.2,3069388100,411787,411787,526,10449,"한국","(주)레드로버,툰박스 엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","애니메이션,어드벤처,코미디,가족","캘런 브런커","윌 아"
"조선마술사",2015-12-30,3143566733,0.2,4650016527,403919,628576,608,13708,"한국","위더스필름(주)","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","김대승","유승호"
"보통사람",2017-03-23,2956397623,0.2,2956397623,383336,383336,621,19928,"한국","(주)트리니티엔터테인먼트,(주)영화사장춘","오퍼스픽쳐스(유)","15세이상관람가","드라마","김봉한","손현주"
"대장 김창수",2017-10-19,2879121115,0.2,2879121115,381483,381483,748,21744,"한국","(주)비에이엔터테인먼트,(주)무비스퀘어","(주)키다리이엔티,주식회사 키위컴퍼니","12세이상관람가","드라마","이원태","조진웅"
"석조저택 살인사건",2017-05-09,2829106886,0.2,2829106886,353517,353517,539,17925,"한국","주식회사 영화사다","(주)키다리이엔티","15세이상관람가","스릴러","정식,김휘","고수"
"싱글라이더",2017-02-22,2685519021,0.1,2685519021,351276,351276,576,16746,"한국","(주)퍼펙트스톰필름","워너브러더스 코리아(주)","15세이상관람가","드라마","이주영","진남수"
"7호실",2017-11-15,2677284639,0.1,2677284639,347790,347790,629,21846,"한국","(주)명필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","이용승","신하균"
"사랑하기 때문에",2017-01-04,2673489440,0.1,2673489440,340936,340936,542,15294,"한국","(주)에이디사공육","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","코미디,멜로/로맨스","주지홍","차태현"
"희생부활자",2017-10-12,2515479835,0.1,2515479835,323628,323628,781,23596,"한국","(주)영화사 신세계,(주)바른손이앤에이","(주)쇼박스","15세이상관람가","미스터리,스릴러","곽경택","김래원"
"위대한 소원",2016-04-21,2440004213,0.1,2440004213,308398,308398,524,22769,"한국","주식회사 브레인샤워","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,드라마","남대중","류덕환"
"혼숨",2016-10-26,2258422445,0.1,2258422445,288016,288016,498,14510,"한국","(주)무비스퀘어","(주)프레인글로벌","15세이상관람가","공포(호러)","이두환","류덕환"
"극장판 안녕 자두야",2016-05-04,2138290500,0.1,2138290500,280539,280539,523,7787,"한국","아툰즈,(주)씨제이이엔엠","(주)씨제이이엔엠","전체관람가","애니메이션","손석우","여민정"
"비밀은 없다",2016-06-23,2029523239,0.1,2029523239,250861,250861,502,14752,"한국","(주)영화사거미,필름트레인","(주)씨제이이엔엠","청소년관람불가","스릴러","이경미","손예진"
"순정",2016-02-24,1739006033,0.1,1739006033,240592,240592,467,10549,"한국","(주)주피터필름","(주)리틀빅픽쳐스","12세이상관람가","드라마","이은희","도경수"
"미옥",2017-11-09,1897705564,0.1,1897705564,238587,238587,635,18099,"한국","(주)영화사 소중한","(주)키다리이엔티","청소년관람불가","범죄,액션","이안규","김혜수"
"어느날",2017-04-05,1846581582,0.1,1846581582,234829,234829,532,17748,"한국","(주)인벤트스톤","오퍼스픽쳐스(유),CGV아트하우스","15세이상관람가","멜로/로맨스","이윤기","김남길"
"남과 여",2016-02-25,1651122533,0.1,1651122533,203775,203775,449,9790,"한국","(주)영화사봄","(주)쇼박스","청소년관람불가","멜로/로맨스","이윤기","전도연"
"대호",2015-12-16,1385096300,0.1,13489904632,178574,1762742,409,5222,"한국","(주)사나이픽처스","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","사극","박훈정","최민식"
"채비",2017-11-09,1260467864,0.1,1260467864,177428,177428,480,9981,"한국","(주)26컴퍼니","오퍼스픽쳐스(유)","12세이상관람가","드라마","조영준","고두심"
"대배우",2016-03-30,1246200228,0.1,1246200228,169984,169984,474,16517,"한국","주식회사 영화사다","(주)대명문화공장,(주)리틀빅픽쳐스","12세이상관람가","코미디","석민우","오달수"
"달빛궁궐",2016-09-07,1148146700,0.1,1148146700,153145,153145,425,6080,"한국","스튜디오홀호리(주),(주)콘텐츠판다","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션,판타지,어드벤처","김현주","김서영"
"비정규직 특수요원",2017-03-16,1150732700,0.1,1150732700,149719,149719,497,11132,"한국","(주)스톰픽쳐스코리아,컴퍼니에이이엔티(주)","(주)이수C&E,(주)스톰픽쳐스코리아","15세이상관람가","코미디,액션","김덕수","강예원"
"극장판 또봇: 로봇군단의 습격",2017-04-27,1090835800,0.1,1090835800,141865,141865,231,3905,"한국","레트로봇 주식회사","(주)씨제이이엔엠","전체관람가","애니메이션","이달,고동우","하룡이"
"극장판 꼬마버스 타요의 에이스 구출작전",2016-01-21,906299900,0.1,906299900,135478,135478,200,5397,"한국","(주)아이코닉스,(주)스튜디오게일","(주)아이코닉스","전체관람가","애니메이션","류정우",NA
"로마의 휴일",2017-08-30,993321176,0.1,993321176,134827,134827,436,10999,"한국","(주)전망좋은 영화사","메가박스중앙(주)플러스엠","15세이상관람가","코미디,드라마","이덕희","임창정"
"시간위의 집",2017-04-05,1020724600,0.1,1020724600,128975,128975,454,10971,"한국","리드미컬그린(주),자이온 이엔티(주),브릿지웍스 엔터테인먼트(주),라이브(주)","(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니","15세이상관람가","미스터리,스릴러","임대웅","김윤진"
"최강전사 미니특공대: 영웅의 탄생",2016-02-04,878983200,0,878983200,117386,117386,349,4896,"한국","(주)삼지애니메이션","(주)삼지애니메이션","전체관람가","애니메이션","이영준","엄상현"
"루시드 드림",2017-02-22,759481000,0,759481000,102170,102170,461,8534,"한국","(주)로드픽쳐스","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","SF,스릴러","김준성","고수"
"슈퍼 빼꼼: 스파이 대작전",2017-05-03,712385900,0,712385900,99693,99693,358,3345,"한국","(합)알지애니메이션스튜디오","메가박스중앙(주)플러스엠","전체관람가","애니메이션,코미디","임아론","김태균"
"무서운 이야기 3 : 화성에서 온 소녀",2016-06-01,784148500,0,784148500,97804,97804,317,6407,"한국","(주)수필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","공포(호러)","백승빈,김선,김곡,민규동","임슬옹"
"걷기왕",2016-10-20,710905075,0,710905075,95542,95542,462,10476,"한국","㈜인디스토리","CGV아트하우스","12세이상관람가","드라마","백승화","심은경"
"일사각오",2016-03-17,682697500,0,682697500,94825,94825,66,2706,"한국","KBS","파이오니아21","12세이상관람가","드라마","권혁만,고문안","이지형"
"엽기적인 그녀 2",2016-05-12,594260900,0,594260900,77124,77124,387,6132,"한국","(주)신씨네","(주)리틀빅픽쳐스","15세이상관람가","멜로/로맨스,코미디","조근식","차태현"
"번개맨",2016-02-11,517127000,0,517127000,69363,69363,393,4644,"한국","(주)드림써치C&C,한국교육방송공사 EBS","(주)키다리이엔티","전체관람가","판타지,가족","조근현","정현진"
"올레",2016-08-25,522938900,0,522938900,66883,66883,338,5126,"한국","(주)어바웃잇","(주)대명문화공장,(주)리틀빅픽쳐스","15세이상관람가","드라마,코미디","채두병","신하균"
"뷰티풀 투모로우",2017-10-26,552273700,0,552273700,63279,63279,47,1390,"한국","(주)글러브엔터테인먼트","씨제이 씨지브이(CJ CGV)(주)","12세이상관람가","드라마","장재혁","박효신"
"두 남자",2016-11-30,459566121,0,459566121,60365,60365,397,7199,"한국","(주)엠씨엠씨","(주)키다리이엔티","청소년관람불가","범죄,액션","이성태","마동석"
"극장판 프랭키와 친구들: 생명의 나무",2016-04-13,410661600,0,410661600,56860,56860,258,2770,"한국","프랭키영화문화산업전문(주)","예지림엔터테인먼트","전체관람가","애니메이션","박정오","박정오"
"빅뱅 메이드",2016-06-30,470487200,0,470487200,56200,56200,56,1799,"한국","(주)와이지엔터테인먼트","씨제이 씨지브이(CJ CGV)(주)","12세이상관람가","다큐멘터리","변진호","권지용"
"잡아야 산다",2016-01-07,410361400,0,415009400,54450,55011,219,3187,"한국","더퀸디앤엠 주식회사","오퍼스픽쳐스(유)","15세이상관람가","코미디,액션","오인천","김승우"
"뽀로로 극장판 컴퓨터 왕국 대모험",2015-12-10,394445100,0,3296535700,54294,446054,151,2067,"한국","(주)오콘","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","박영균","이선"
"목숨 건 연애",2016-12-14,363098800,0,363098800,48010,48010,393,5790,"한국","(주)비에이엔터테인먼트","오퍼스픽쳐스(유)","15세이상관람가","멜로/로맨스,코미디","송민규","하지원"
"그래, 가족",2017-02-15,350293300,0,350293300,46623,46623,361,5294,"한국","(주)청우필름,(주)26컴퍼니,(주)에이치에스이디","월트디즈니컴퍼니코리아 유한책임회사","12세이상관람가","코미디","마대윤","송영재"
"레이디버그",2017-02-22,310291500,0,310291500,41041,41041,172,2158,"한국","(주)삼지애니메이션","(주)삼지애니메이션","전체관람가","애니메이션,액션,어드벤처","장성","여민정"
"트릭",2016-07-13,297957300,0,297957300,38262,38262,390,5939,"한국","엘씨오픽쳐스","(주)스톰픽쳐스코리아,(주)이수C&E","15세이상관람가","스릴러,드라마","이창열","이정진"
"대결",2016-09-22,251176500,0,251176500,32278,32278,366,5409,"한국","휴메니테라픽쳐스(주),컴퍼니에이이엔티(주)","(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온","15세이상관람가","액션","신동엽","이주승"
"역모-반란의 시대",2017-11-23,218173300,0,218173300,30116,30116,355,4100,"한국","Picsso,(주)원픽쳐스","(주)스톰픽쳐스코리아","15세이상관람가","사극,액션","김홍선","정해인"
"인천상륙작전 : 익스텐디드 에디션(확장판)",2016-09-13,220051200,0,220051200,27070,27070,122,1522,"한국","(주)태원엔터테인먼트","(주)씨제이이엔엠","15세이상관람가","전쟁,드라마","이재한","이정재"
"파워배틀 와치카: 와치가면의 역습",2017-06-01,166656500,0,166656500,23630,23630,246,1787,"한국","(주)삼지애니메이션","(주)삼지애니메이션","전체관람가","애니메이션","이영준,김래경","엄상현"
"히야",2016-03-10,173844100,0,173844100,21687,21687,124,1444,"한국","(주)메이저타운,(주)더재미팩토리,(주)알지엔터웍스","(주)라이크콘텐츠","12세이상관람가","드라마","김지연","안보현"
"내부자들",2015-11-19,133555400,0,56599221057,17175,7072507,51,371,"한국","(유)내부자들 문화전문회사","(주)쇼박스","청소년관람불가","범죄,드라마","우민호","이병헌"
"무수단",2016-03-03,126155400,0,126155400,15882,15882,228,2422,"한국","골든타이드픽처스(주)","오퍼스픽쳐스(유)","15세이상관람가","미스터리,스릴러","구모","이지아"
"이웃집 스타",2017-09-21,78213300,0,78213300,10854,10854,256,2367,"한국","(주)컬처캡코리아","(주)스톰픽쳐스코리아","12세이상관람가","코미디","김성욱","한채영"
"노트르담 드 파리",2017-11-01,115659500,0,115659500,9085,9085,36,843,"한국","(주)패뷸러스","(주)패뷸러스","전체관람가","뮤지컬,공연","정성복",NA
"청춘 합창단 - 또 하나의 꿈",2017-06-15,50951400,0,50951400,7269,7269,39,344,"한국","(주)네오스카이인터내셔날","와이드 릴리즈(주)","전체관람가","다큐멘터리","이혁종,안정민,안정민","김태원"
"구세주: 리턴즈",2017-09-14,45622000,0,45622000,6151,6151,124,1197,"한국","(주)메가커뮤니케이션즈","(주)박수엔터테인먼트","15세이상관람가","코미디","송창용","최성국"
"뷰티 인사이드",2015-08-20,36351500,0,16184831031,4461,2057896,66,732,"한국","(주)용필름","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","판타지,멜로/로맨스","백","한효주"
"왕을 참하라",2017-03-16,32469800,0,32469800,4237,4237,54,420,"한국","(주)영화사 조은","(주)박수엔터테인먼트","청소년관람불가","드라마","김재수","강연정"
"살인자의 기억법 : 새로운 기억",2017-11-01,19563000,0,19563000,2958,2958,24,294,"한국","(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창","(주)쇼박스","청소년관람불가","범죄,스릴러","원신연","설경구"
"돌아와요 부산항애(愛)",2018-01-17,1.5e+07,0,1.5e+07,1791,1791,4,9,"한국","(주)블랙홀엔터테인먼트","(주)나이너스엔터테인먼트,주식회사 시온픽쳐스","15세이상관람가","범죄,액션,드라마","박희준","성훈"
