영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,제작사,배급사,등급,장르,감독,배우
관전남,2019-07-25,951000,0,951000,175,175,20,20,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
베를린,2013-01-30,1366000,0,52358372637,175,7166688,1,4,한국,"(주)외유내강,(주)씨제이이엔엠",(주)씨제이이엔엠,15세이상관람가,액션,류승완,"하정우,한석규,류승범,전지현,이경영,최무성,곽도원,김서형,백승익,배정남,곽진석,김서원"
여배우: 섹스수업,2019-04-05,948000,0,948000,174,174,20,20,한국,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,노승택,"조완진,이채담"
조건엄마:슈가맘,2018-11-13,946000,0,946000,174,174,20,25,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"멜로/로맨스,드라마",한동호,윤재
청년경찰,2017-08-09,870000,0,44382020516,174,5653444,1,3,한국,"(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,김주환,"박서준,강하늘,성동일,박승호,한도진,박하선,정다은,김규백,이하준,이현일,임대현,박정훈,장석진,서은지,서정우,서지원,신정화,조윤주,우상기,이강재,이다영,최광원,최지민,이도현,이상민,이세희,이수진,한재욱,이은비,이재웅,이정수,이주원,서정연,고준,전준영,이호정,배유람,이승희,류경수,정원중,이수인,김강현,최홍일,정동훈,안성봉,양현진,서도빈,지찬,이규성,변우석,박재홍,태윤"
발칙한 동거,2018-01-15,963000,0,963000,173,173,20,20,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,,오재학,김동수
어린 형수 4,2019-01-04,946000,0,946000,173,173,20,20,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
여선생2,2018-12-18,946000,0,946000,173,173,20,20,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,코미디,김대성,"윤재,이강우"
쾌락 도우미 무삭제,2018-01-18,964000,0,964000,173,173,20,20,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,,김재승,
쾌락의 밀실 무삭제,2018-03-29,960000,0,960000,173,173,20,20,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,"멜로/로맨스,스릴러",김경훈,
형부를 탐하다,2019-04-10,951000,0,951000,173,173,20,22,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",최정자,
DIMA방송보도제작과 영상제 'ON-AIR' 1부 Prologue,,860000,0,860000,172,172,1,1,한국,,,,기타,,
DIMA방송보도제작과 영상제 'ON-AIR' 2부 Epilogue,,860000,0,860000,172,172,1,1,한국,,,,기타,,
남편친구들,2019-05-08,938000,0,938000,172,172,20,20,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",최정자,이채담
"유기농 섹드립 로맨스 ""오목리 미스킴""",2019-04-11,944000,0,944000,172,172,20,20,한국,(주)코빈커뮤니케이션즈,(주)코빈커뮤니케이션즈,청소년관람불가,,"김원기,윤민채",
남의 아내,2018-12-18,942000,0,942000,171,171,20,20,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,김태일
등산의 참맛,2019-01-15,942000,0,942000,171,171,20,20,한국,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,청소년관람불가,"멜로/로맨스,드라마",한동호,
발기찬 처가살이,2019-02-12,942000,0,942000,171,171,20,20,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
아들의 아내 무삭제,2018-01-11,905000,0,905000,171,171,20,20,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,,김재승,
어린 엄마 2,2019-03-28,942000,0,942000,171,171,20,20,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
SIFF2018-특별단편 4,,1162100,0,1162100,170,170,1,2,한국,,,,기타,,
너 말고 니 언니,2019-04-17,871000,0,871000,170,170,20,20,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,멜로/로맨스,김종민,"조완진,아리,설영,지성"
상류시대,2019-01-03,943000,0,943000,170,170,20,21,한국,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,청소년관람불가,"멜로/로맨스,드라마",한동호,
제 15회 성균관대학교 영상학과 졸업영상제 ROAD 5,,680000,0,680000,170,170,1,2,한국,,,,기타,,
제 15회 성균관대학교 영상학과 졸업영상제 ROAD 9,,680000,0,680000,170,170,1,2,한국,,,,기타,,
천박한 누나,2019-02-27,940000,0,940000,170,170,20,20,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
12 하고 24,,1176000,0,1176000,169,169,1,15,한국,,,,다큐멘터리,김남석,
가정부 길들이기,2018-12-26,938000,0,938000,169,169,20,20,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,멜로/로맨스,한동호,
관전TV,2019-11-01,933000,0,933000,169,169,20,20,한국,밀크픽처스,밀크픽처스,청소년관람불가,스릴러,최재후,
내방에 일본여자가 있다,2019-02-12,938000,0,938000,169,169,20,20,한국,(주)엔트리미디어,(주)엔트리미디어,청소년관람불가,멜로/로맨스,노세기,"하마사키 마오,신연우,이수"
누나의 맛,2019-06-19,933000,0,933000,169,169,20,20,한국,(주)담화,(주)담화,청소년관람불가,기타,미스터빽,
막내 처제,2019-11-14,934000,0,934000,169,169,20,20,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
섹파어플,2019-12-13,933000,0,933000,169,169,20,20,한국,(주)담화,(주)담화,청소년관람불가,멜로/로맨스,정양광,
스튜디오,2019-02-27,938000,0,938000,169,169,20,20,한국,RGB,RGB,청소년관람불가,코미디,조일준,"나영,김선구"
식모-머피의 법칙,2019-11-20,916000,0,916000,169,169,20,20,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,멜로/로맨스,노현진,민도윤
어린 처제 3,2019-05-09,932000,0,932000,169,169,20,20,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 형수 5,2019-10-17,934000,0,934000,169,169,20,20,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
우리 도련님,2019-02-25,938000,0,938000,169,169,20,20,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,멜로/로맨스,김대성,
은밀한 여작가의 사생활,2018-11-20,938000,0,938000,169,169,20,20,한국,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,청소년관람불가,"멜로/로맨스,드라마",한동호,도모세
음란한 병원,2019-04-17,938000,0,938000,169,169,20,20,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
첫경험 3,2019-12-19,933000,0,933000,169,169,20,20,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
친구부부,2019-11-08,933000,0,933000,169,169,20,20,한국,밀크픽처스,밀크픽처스,청소년관람불가,"코미디,드라마",,
MSFF2019 심야상영,,1680000,0,1680000,168,168,1,1,한국,,,,공포(호러),,
크로싱 비욘드,,1006500,0,1006500,168,168,1,1,한국,,,,다큐멘터리,이승준,
쉬리,1999-02-13,1002000,0,1002000,167,167,1,2,한국,강제규필름,,15세 미만인 자는 관람할 수 없는 등급,"액션,드라마,멜로/로맨스,미스터리",강제규,"한석규,최민식,송강호,김윤진,윤주상,박용우,조덕현,김수로,손호균,황정민,김석주,박은숙,조승연,이필모,박동빈,지대한,송용태,유하복,정세형,남명렬,박지일"
SIFF2019-경쟁단편5,,1162000,0,1162000,166,166,1,2,한국,,,,기타,,
아트나인 월례기획전 GET9 [단편영화 특별전],,1660000,0,1660000,166,166,1,3,한국,,,,기타,,
화끈한 룸메이트,2019-05-16,858000,0,858000,166,166,20,20,한국,무비진,주식회사 플릭스코,청소년관람불가,"멜로/로맨스,코미디",백석동,"진시아,도모세"
SIFF2019-특별단편 2,,1140000,0,1140000,163,163,1,2,한국,,,,기타,,
타짜의 목적 무삭제,2018-07-26,912000,0,912000,163,163,20,20,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,,김경훈,
SIDOF2018_9월/투명한 음악/퀴어의 방/나를 위한 변명,,810000,0,810000,162,162,1,2,한국,,,,다큐멘터리,"신나리,조용기,권아람,고승환",
"처제는, 처제와, 처제의...",2019-05-30,850000,0,850000,162,162,20,20,한국,(주)마이애미미디어,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",노현진,"설영,민도윤,아리"
가싶녀,2019-12-12,895000,0,895000,161,161,21,21,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,스릴러",왕지방,"조완진,전천후"
거짓말 애인-감독판,2018-02-21,785000,0,785000,161,161,22,22,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
모아쓴일기,,1042000,0,1042000,161,161,1,5,한국,,,,"다큐멘터리,드라마",장경환,
보도드라이버: 떡마차,2019-05-17,848000,0,848000,161,161,20,20,한국,두리컴,(주)노바이앤티,청소년관람불가,성인물(에로),이두희,
알래스카 북극곰,2018-12-13,848000,0,848000,161,161,20,20,한국,(주)마이애미미디어,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마,코미디",윤중부,"설영,이채담,민도윤,조완진,박윤식,이해원"
DIMA 방송보도제작과 영상제 ‘책갈피’ 1부 - Prologue,,960000,0,960000,160,160,1,1,한국,,,,기타,,
DIMA 방송보도제작과 영상제 ‘책갈피’ 2부 - Epilogue,,960000,0,960000,160,160,1,1,한국,,,,기타,,
SPFF 2018 국내단편 3,,1569000,0,1569000,160,160,1,2,한국,,,,드라마,,
UNI 2019 DMZ 단편,,800000,0,800000,160,160,1,2,한국,,,,드라마,,
UNI 2019 PIPFF 단편,,800000,0,800000,160,160,1,2,한국,,,,드라마,,
UNI 2019 통일부 제작지원 단편,,800000,0,800000,160,160,1,2,한국,,,,드라마,,
식모-아내의 친구,2019-10-17,888000,0,888000,160,160,20,20,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",노현진,민도윤
아내와 처제,2019-11-13,888000,0,888000,160,160,20,20,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",노현진,
성인용품 사용설명서,2018-09-20,799000,0,799000,159,159,20,20,한국,(주)로드하우스,(주)로드하우스,청소년관람불가,멜로/로맨스,유승택,이채담
착한 이모의 은밀한 아르바이트,2018-09-27,799000,0,799000,159,159,20,20,한국,(주)로드하우스,(주)로드하우스,청소년관람불가,멜로/로맨스,"강대만,유승택",이채담
SIPFF 2019 단편 쇼케이스,,1520000,0,1520000,157,157,2,2,한국,,,,드라마,,
완벽한 타인 : 비밀의 스와핑,2019-09-06,858000,0,858000,157,157,20,20,한국,(주)메이크아트,(주)메이크아트,청소년관람불가,"멜로/로맨스,성인물(에로)",이지은,
더 테러 라이브,2013-07-31,1248000,0,39870954381,156,5584295,1,1,한국,(주)씨네이천,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,기타",김병우,"하정우,이경영,전혜진,이다윗,이재관,이춘연,장성환,전려경,박수화,김홍파,김대명,최진호,김소진,강진아,최대훈,강신철,한성천,손성찬,최정현"
아내와 제자들: 네토라레,2018-03-31,850000,0,850000,155,155,20,20,한국,(주)마이애미미디어,(주)마이애미미디어,청소년관람불가,,노현진,윤상두
2019 세종영화제 : 관객의 선택,,1071000,0,1071000,153,153,1,1,한국,,,,기타,,
2019 세종영화제 : 커튼콜,,1071000,0,1071000,153,153,1,1,한국,,,,기타,,
SIFF2018-심야상영 밤새 GO,,1735000,0,1735000,153,153,1,1,한국,,,,기타,,
kqff 2018 국내단편2: 중력을 벗어나,,1071000,0,1071000,153,153,1,2,한국,,,,드라마,,
동창생의 목적 - 감독판,2018-01-17,825000,0,825000,153,153,21,28,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
불륜 정사의 맛-감독판,2018-02-14,793000,0,793000,152,152,20,20,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
이재용과 허진호의 작은 사랑 둘,,760000,0,760000,152,152,1,2,한국,,,,기타,,
MSFF2018 전년도수상작 2,,897600,0,897600,150,150,1,2,한국,,,,드라마,,
SIFF2019-특별단편 4,,1051000,0,1051000,150,150,1,2,한국,,,,기타,,
레터스,,1050000,0,1050000,150,150,1,2,한국,,,,다큐멘터리,"윤재호,마르테 볼",
[KQFF] 특별전1 : 「믹스앤매치Mix&Match」: 여성국극&보깅댄스,,1184000,0,1184000,148,148,1,2,한국,,,,기타,,
kqff 2018 국내단편1: 히든 캐릭터,,1036000,0,1036000,148,148,1,2,한국,,,,드라마,,
구르는 돌처럼,,837000,0,837000,148,148,1,12,한국,,,,다큐멘터리,박소현,
SIFF2019-아카이브 1,,1031000,0,1031000,147,147,1,3,한국,,,,기타,,
독립협회와 청년 이승만,,294000,0,1630000,147,815,1,7,한국,,,,드라마,신상옥,"김진규,김승호,황정순,엄앵란"
정사 : 질투의 덫 - 감독판,2018-02-07,808000,0,808000,147,147,22,22,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
전망 좋은 섹스-감독판,2018-01-24,800000,0,800000,146,146,21,21,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
4월 단편 상상극장-숲으로 가자,,1160000,0,1160000,145,145,1,5,한국,,,,기타,,
SIFF2019-선택단편2,,1015000,0,1015000,145,145,1,3,한국,,,,기타,,
"오, 사랑",,1000000,0,1000000,143,143,1,6,한국,,,,다큐멘터리,김응수,
SIFF2018-선택단편 2,,968100,0,968100,142,142,1,3,한국,,,,기타,,
유부녀들의 맛,2018-11-01,639000,0,639000,142,142,20,21,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,
밀애 : 친구의 아내,2018-10-31,889000,0,889000,141,141,20,22,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,
미친사랑,,840000,0,840000,140,140,1,1,한국,(주)씨제이에스지 마당엔터테인먼트,,15세이상관람가,"드라마,판타지",문시현,"공형진,이시원,송재림"
친구엄마들,2018-07-05,998000,0,998000,140,140,20,21,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,윤재
금지된 섹스,2018-07-31,664000,0,664000,139,139,20,20,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,김종민,
어린 여배우 무삭제판,2018-07-10,658000,0,658000,139,139,20,21,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
여성으로 살아가기 –인디피크닉2018,,856000,0,856000,139,139,2,11,한국,,,,기타,,
선녀는 몸으로 운다-감독판,2018-07-12,657000,0,657000,138,138,20,20,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
섹스-이웃집 여자-감독판,2018-07-31,657000,0,657000,138,138,20,20,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
인공지능 섹스돌,2018-07-31,657000,0,657000,138,138,20,20,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,김종민,
젊은 누나-감독판,2018-07-26,657000,0,657000,138,138,20,20,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
폰 섹스의 덫-감독판,2018-07-24,657000,0,657000,138,138,20,20,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
"MSFF2018 시그니처: 하나의 이야기, 다른 영화 1",,810000,0,810000,135,135,1,2,한국,,,,드라마,,
공즉시색 2,2018-02-01,807000,0,807000,135,135,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"멜로/로맨스,드라마",이리단,"이채담,민도윤,도모세,민도윤"
서울의 휴일,1956-11-21,270000,0,800000,135,412,1,9,한국,,,15세이상관람가,"드라마,멜로/로맨스",이용민,"양미희,노능걸"
보이지 않는 배우들,,905800,0,905800,134,134,1,4,한국,,,전체관람가,"다큐멘터리,드라마",채형식,
말해의 사계절,,684000,0,1181500,133,206,1,3,한국,,,,다큐멘터리,허철녕,
"MSFF2019 한국영화 100주년- 단편영화, 열정의 기원들",,792000,0,792000,132,132,1,2,한국,,,,기타,,
SIFF2018-선택단편 1,,870000,0,870000,132,132,1,3,한국,,,,드라마,,
가래떡의 맛: 감독판,2018-03-20,630000,0,630000,132,132,20,20,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
HYUKOH_NA_TOUR1.PRPROJ,,880000,0,880000,131,131,1,6,한국,,,,다큐멘터리,,
거짓말 2018: 감독판,2018-03-27,629000,0,629000,131,131,19,19,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
SESIFF2018 E-CUT 감독을 위하여,,775000,0,775000,130,130,1,2,한국,,,,기타,,
SESIFF2018 Extreme-Shorts with 윤성호,,780000,0,780000,130,130,1,2,한국,,,,기타,,
불륜 동창회,2018-03-02,772000,0,772000,130,130,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,"김지연,희우"
엄마친구 4,2018-01-04,774000,0,774000,130,130,20,20,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,"채준우,채준우",
옆집소녀3,2019-09-11,700000,0,700000,130,130,20,20,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,성기만,
오렌지필름 영화제 요즘 어떤 이별 하세요?,,906000,0,906000,130,130,1,3,한국,,,,기타,,
정사 : 착한 며느리들 2,2018-11-29,1086000,0,1086000,130,130,20,22,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
주홍글씨,2004-10-29,314000,0,6649854000,130,1030623,1,6,한국,(주)엘제이필름,(주)쇼박스,18세관람가,"스릴러,멜로/로맨스",변혁,"성현아,한석규,이은주,변혁,엄지원,김중기,정인기"
친구누나2,2018-02-08,773000,0,773000,130,130,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,"민도윤,민도윤"
SIDOF2019_추방자들/편안한 밤/환영의 도시/거대 생명체들의 도시,,894300,0,894300,129,129,1,2,한국,,,,다큐멘터리,,
내 친구 엄마,2018-03-15,767000,0,767000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,
룸싸롱 여대생들,2018-03-29,765000,0,765000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,"고재경,김현진,희우,유해종,최철민"
미용실 : 특별한 서비스 2,2018-02-13,765000,0,765000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,,김지연
밀애 : 친구엄마,2018-02-27,770000,0,770000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,이재석
바람난 여자들2,2018-04-24,765000,0,765000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,"김지연,희우"
비뇨기과 여의사들,2018-02-22,770000,0,770000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,"고재경,김지연"
사촌 누나,2018-03-08,765000,0,765000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
새오빠2,2018-04-05,765000,0,765000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,"김인애,김철민"
선택과 진실,,669000,0,669000,129,129,1,16,한국,,,,기타,,
애인 : 아내의 남자,2018-06-21,763000,0,763000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,이진주
엄마의 연애,2018-05-29,768000,0,768000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,김유나
여자 하숙집2,2018-03-22,765000,0,765000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,"이채담,강민우,이수민"
정사 : 착한 며느리들,2018-01-25,768000,0,768000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,"김부곤,김부곤",
정사 : 친구의 엄마 2,2018-04-19,765000,0,765000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
정사 : 캠퍼스 커플,2018-06-22,768000,0,768000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,이진주
제13회 대단한단편영화제-감독특별전: 김보라,,1032000,0,1032000,129,129,1,4,한국,,,,기타,,
착한 엄마친구 2,2018-05-03,760000,0,760000,129,129,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
달빛궁궐,2016-09-07,738000,0,1148884700,128,153273,1,6,한국,"스튜디오홀호리(주),(주)콘텐츠판다",(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,판타지,어드벤처",김현주,"김서영,이하늬,권율,김슬기,신용우,이장원,시영준,이상범,이현,강시현,문유정,정주원,신경선,이유리"
밀애 : 부부카풀,2018-06-28,758000,0,758000,128,128,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,이진주
아내의 애인 2,2018-06-14,758000,0,758000,128,128,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,"김인애,김현정,최철민"
아내의 엄마,2018-05-10,758000,0,758000,128,128,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
정사 : 아내의 친구,2018-05-17,758000,0,758000,128,128,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,희우
정사 : 어린 새엄마,2018-05-31,758000,0,758000,128,128,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,김유나
착한 형수 3,2018-06-07,758000,0,758000,128,128,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,
하숙집 여자들,2018-06-26,763000,0,763000,128,128,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,"김인애,최철민"
한국 다큐 : 영화과를 졸업한 언니들과 나 + 수퍼 디스코,,666000,0,666000,128,128,1,1,한국,,,,다큐멘터리,,
2018 세종영화제 커튼콜섹션+시상식,,1333500,0,1333500,127,127,1,1,한국,,,,기타,,
시간이탈자,2016-04-13,762000,0,9732600195,127,1202511,1,1,한국,"(주)씨제이이엔엠,상상필름(주)",(주)씨제이이엔엠,15세이상관람가,스릴러,곽재용,"임수정,조정석,이진욱,정진영,이기우,온주완,전신환,이태리,김보라,임예진,정웅인,박준규,남태부,차은재,박지원,박소영,백준혁,조민영,신지수,이동희,이성준,이영민,김수영,이봄,이장유,허정도,임영우,최원"
특종: 량첸살인기,2015-10-22,762000,0,4755525118,127,616608,1,1,한국,"(주)매그넘나인,(주)뱅가드스튜디오",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,스릴러,노덕,"조정석,이미숙,이하나,김의성,배성우,김대명,태인호,김수안,김기호,김민재,오주환,이정은,최병모,윤다경,이창훈,백현진,박기만,강재은"
제20회 대전독립영화제 연대와 유대의 초대 1,,630000,0,630000,126,126,1,2,한국,,,,드라마,,
제20회 대전독립영화제 연대와 유대의 초대 2,,630000,0,630000,126,126,1,2,한국,,,,기타,,
SIPFF 2019 한국단편경쟁 2,,1244500,0,1244500,125,125,1,2,한국,,,,기타,,
나무가 나에게,,636000,0,636000,125,125,1,3,한국,,,,다큐멘터리,안용우,
무지개 같은 꿈,,1216000,0,1216000,124,124,1,2,한국,,,,드라마,김민규,
PDFF2018 PDFF경선2,,615000,0,615000,123,123,1,1,한국,,,,기타,,
PDFF2018 PDFF경선3,,615000,0,615000,123,123,1,1,한국,,,,기타,,
PDFF2018 PDFF경선4,,615000,0,615000,123,123,1,1,한국,,,,기타,,
PDFF2018 국내초청2,,615000,0,615000,123,123,1,1,한국,,,,기타,,
PDFF2018 장애인미디어운동1,,615000,0,615000,123,123,1,1,한국,,,,기타,,
PDFF2018 장애인미디어운동2,,615000,0,615000,123,123,1,1,한국,,,,기타,,
SPFF 2018 국내단편 2,,1222000,0,1222000,123,123,1,2,한국,,,,드라마,,
여자친구,2018-02-27,720000,0,720000,123,123,20,20,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,멜로/로맨스,김대성,"한나영,민도윤,이수"
이모의 유혹,2018-03-02,718000,0,718000,123,123,18,20,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김경택,
젊은 장모,2018-02-02,721000,0,721000,123,123,19,20,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김경훈,
제12회 대단한 단편영화제 배우 특별전,,984000,0,984000,123,123,1,3,한국,,,,기타,,
준하의 행성,,802000,0,802000,123,123,1,2,한국,,,,다큐멘터리,홍형숙,
초승달의 집,,615000,0,615000,123,123,1,1,한국,,,,다큐멘터리,"태휘원,김재영",
옆집누나들,2018-06-21,713000,0,713000,122,122,20,20,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김경택,
오피스텔-잘하는애들로,2019-06-07,663000,0,663000,122,122,20,20,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
자매의교환섹스,2018-12-04,668000,0,668000,122,122,19,20,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,장두만,이윤경
SIDOF2018_관찰과 기억/당산/콘크리트의 불안,,605000,0,605000,121,121,1,2,한국,,,,다큐멘터리,"이솜이,김건희,장윤미",
가슴큰누나들,2018-06-12,708000,0,708000,121,121,19,20,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김경택,
가을이야기,,600000,0,600000,120,120,1,1,한국,,,,"가족,드라마","김윤식,김윤식",
감금의 시간 2 무삭제,2018-01-17,701000,0,701000,120,120,20,20,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,코미디,김대성,
내 아내의 언니 2,2018-01-11,714000,0,714000,120,120,20,20,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,"김부곤,김부곤",
매니저,2018-04-10,699000,0,699000,120,120,20,20,한국,유로 프로덕션,유로 프로덕션,청소년관람불가,멜로/로맨스,백마,백마
미투 숨겨진 진실,2018-06-29,703000,0,703000,120,120,20,20,한국,(주)에스와이미디어,(주)에스와이미디어,청소년관람불가,기타,마현진,"고찬우,강소은,안민상,강준호,김재환,박현민"
사랑이 꽃피는 지구별 –인디피크닉2018,,697500,0,697500,120,120,2,10,한국,,,,기타,,
손희정이 영화를 말하다-콩나물·내게 사랑은 너무 써·사라진 밤·잘돼가? 무엇이든,,1440000,0,1440000,120,120,1,1,한국,,,,드라마,,
장모학개론,2018-05-22,702000,0,702000,120,120,18,20,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,
SIDOF2018_시국페미/도시 목격자/끝나지 않은 편지,,595000,0,595000,119,119,1,2,한국,,,,다큐멘터리,강유가람,
