"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"미스체인지",2013-09-05,42659500,0,42659500,6054,6054,41,459,"한국","브런치메이트필름(주),주식회사 루믹스미디어","브릿지웍스 엔터테인먼트(주)","청소년관람불가","코미디","정초신","송재하"
"비밀의 화방",2013-12-12,4130000,0,4130000,5530,5530,5,38,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","드라마,멜로/로맨스","진달래","주혜리"
"맛있는 사랑공식-섹스",2013-10-31,8e+06,0,8e+06,5460,5460,5,43,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","이진아"
"전망 좋은 하우스 - 관음적 욕망",2013-11-21,3710000,0,3710000,5390,5390,4,41,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","진달래","강지선"
"서태지 8집: 398일의 기록",2012-07-27,43754500,0,43754500,5326,5326,1,22,"한국","(주)서태지컴퍼니","(주)서태지컴퍼니","전체관람가","다큐멘터리","서태지","서태지"
"모차르트 락 오페라",2011-11-17,48950000,0,236726000,5302,15407,6,119,"한국","에스케이플래닛(주)","에스케이플래닛(주)","전체관람가","뮤지컬","정성복",NA
"붉은 바캉스 검은 웨딩 2",2013-11-28,10500000,0,10500000,5100,5100,20,74,"한국","필름라인","(주)팝파트너스","청소년관람불가","스릴러","최낙권","김재록"
"화려한 외출",2013-12-05,13547000,0,13547000,5067,5067,20,34,"한국","(주)레몬트리픽쳐스","(주)영화사폴","청소년관람불가","드라마","고경아","김선영"
"바캉스",2013-10-17,14674000,0,14674000,5051,5051,21,38,"한국","(주)유비네트워크","(주)유비네트워크","청소년관람불가","스릴러","박선욱","유사라"
"은밀하게 위대하게 (확장판)",2013-08-05,34327500,0,34327500,4738,4738,5,115,"한국","(주)엠씨엠씨","(주)쇼박스","15세이상관람가","액션,코미디,드라마","장철수","김수현"
"거짓말 섹스가 좋아2",2013-12-24,2900000,0,2900000,4470,4470,5,28,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","진달래","강수지"
"일탈여행: 프라이빗 아일랜드",2013-08-29,18135500,0,18135500,3460,3460,23,108,"한국","(주)컨텐츠로드","(주)팝엔터테인먼트","청소년관람불가","멜로/로맨스,드라마","한상희","손은서"
"플랜맨",2014-01-09,19305000,0,19305000,3441,3441,18,22,"한국","(주)영화사일취월장","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","성시흡","정재영"
"슈퍼쇼 4 3D",2013-08-08,32204000,0,32204000,2801,2801,26,66,"한국","(주)에스엠엔터테인먼트","(주)마인스 엔터테인먼트","전체관람가","공연","유호진","슈퍼주"
"이티피 페스티벌 08X09 서태지",2013-05-03,26632000,0,26632000,2764,2764,1,16,"한국","(주)서태지컴퍼니","(주)서태지컴퍼니","전체관람가","공연","서태지","서태지"
"만추",2011-02-17,18699400,0,6332516400,2270,848115,3,56,"한국","(주)에스씨에스엔터테인먼트","CJ ENM","15세이상관람가","멜로/로맨스","김태용","현빈"
"에스엠타운 라이브인도쿄스페셜에디션3D",2012-10-11,18130000,0,18130000,1652,1652,63,354,"한국","에스비에스 바이아컴 유한회사","(주)에스비에스콘텐츠허브","전체관람가","공연","유호진","슈퍼주"
"댄서김의 은밀한 교수법",2013-10-02,3112000,0,3112000,1556,1556,1,14,"한국","(주)베드픽쳐스","(주)베드픽쳐스","청소년관람불가","미스터리,멜로/로맨스","신혜성","김기수"
"전망 좋은 집",2012-10-25,10864000,0,10864000,1461,1461,23,269,"한국","㈜리필름","(주)마인스 엔터테인먼트","청소년관람불가","멜로/로맨스,드라마","이수성","곽현화"
"완득이",2011-10-20,6907500,0,38533069000,1304,5311232,5,80,"한국","(주)유비유필름,어나더픽쳐스(주)","(주)씨제이이엔엠","12세이상관람가","드라마","이한","김윤석"
"좋은 친구들",2013-03-28,9709500,0,9709500,1258,1258,15,185,"한국","주니파워픽처스(주),판타지웍스엔터","(주)마인스 엔터테인먼트","청소년관람불가","액션","진형태","연정훈"
"또 하나의 약속",2014-02-06,7603000,0,7603000,1057,1057,2,6,"한국","(주)또하나의가족 제작위원회,(주)에이트볼픽쳐스","영화사올(주)","12세이상관람가","드라마","김태윤","우혜영"
"챔프",2011-09-07,26800,0,3850241300,905,535657,1,15,"한국","(주)씨엘엔터테인먼트,(주)대명문화공장,(주)예인문화,(주)화인웍스","(주)쇼박스","12세이상관람가","드라마","이환경","차태현"
"노랑머리 - 플라스틱 섹스",2013-08-01,1800000,0,1800000,900,900,1,6,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","성인물(에로),드라마,멜로/로맨스","이세일","민신애"
"마당을 나온 암탉",2011-07-28,3411000,0,14671637000,820,2202093,4,71,"한국","(주)오돌또기 ,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","애니메이션","오성윤,민성아","문소리"
"러브씬",2013-10-03,3775000,0,3775000,805,805,4,20,"한국","(주)스푸키번치","골든타이드픽처스(주)","청소년관람불가","멜로/로맨스,드라마","문인대,이정원,김두헌","최현호"
"허풍",2013-08-14,3031000,0,3031000,656,656,3,22,"한국","골든타이드픽처스(주),밀크픽처스","골든타이드픽처스(주)","청소년관람불가","코미디,판타지,멜로/로맨스","공자관","이덕재"
"미녀전쟁",2013-12-19,2905000,0,2905000,631,631,4,16,"한국","골든타이드픽처스(주)","골든타이드픽처스(주)","청소년관람불가","코미디","임진승","황선화"
"스타: 빛나는 사랑",2012-10-11,4382000,0,4382000,577,577,5,73,"한국","(주)맑음영화사","주식회사 마운틴픽쳐스","12세이상관람가","멜로/로맨스,드라마","한상희","환희"
"젊은 엄마",2013-08-06,3168000,0,3168000,528,528,1,2,"한국","골든타이드픽처스(주),밀크픽처스","골든타이드픽처스(주),(주)옐로우필름","청소년관람불가","멜로/로맨스,드라마,판타지","공자관","이은미"
"사육-내안에 가둔 그녀",2013-10-24,2220000,0,2220000,440,440,5,27,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","유세미"
"모피를 입은 비너스",2012-07-12,3248000,0,3248000,393,393,2,39,"한국","보통영화사","(주)영화사 조제","청소년관람불가","드라마,스릴러","송예섭","서정"
"롤플레이2 : 동침",2013-11-21,1400000,0,1400000,330,330,2,8,"한국","골든타이드픽처스(주)","골든타이드픽처스(주)","청소년관람불가","미스터리,멜로/로맨스","이광호","권혁풍"
"홈 스위트 홈",2012-03-15,2109500,0,2352500,297,325,7,106,"한국",NA,"이미지팩토리","청소년관람불가","드라마","문시현","김영훈"
"소원택시",2013-10-04,971000,0,971000,283,283,2,7,"한국","(주)마부엔터테인먼트","(주)마부엔터테인먼트","청소년관람불가","드라마,코미디","박창진","오인혜"
"수목장",2012-11-15,1406000,0,1406000,263,263,2,14,"한국","(주)노마드필름","주식회사 마운틴픽쳐스","청소년관람불가","공포(호러),멜로/로맨스","박광춘","이영아"
"한 번도 안 해본 여자",2014-01-16,1315000,0,1315000,263,263,1,1,"한국","(주)무비포지","(주)팝엔터테인먼트","청소년관람불가","멜로/로맨스,코미디","안철호","황우슬"
"캠퍼스 S 커플",2014-05-15,1712000,0,1712000,214,214,1,1,"한국","(주)레알컴퍼니","(주)액티버스엔터테인먼트","청소년관람불가","멜로/로맨스,드라마,코미디","송창용","최필립"
"관음 - 욕망의 유희",2013-08-29,490000,0,490000,205,205,2,26,"한국",NA,"(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","강세미"
"노크",2012-11-29,1492000,0,1492000,203,203,3,32,"한국","(주)노마드필름","주식회사 마운틴픽쳐스","청소년관람불가","공포(호러),멜로/로맨스","이주헌","서우"
"아름다운 이별은 없다",2013-08-22,1e+06,0,1e+06,200,200,1,2,"한국","(주)스넵쏘울","(주)스넵쏘울","청소년관람불가","스릴러,공포(호러)","이상화","고수현"
"사랑을 말하다",2012-09-13,940000,0,940000,188,188,2,5,"한국","크리에이티브컴즈(주)","크리에이티브컴즈(주)","15세이상관람가","드라마","전화성","서예희"
"킬링 타임",2012-03-15,1208000,0,1208000,155,155,1,20,"한국","(주)데이드림서울,(주)팔라우픽쳐스","(주)데이드림서울","청소년관람불가","공포(호러)","박성수","정애연"
"아버지는 개다",2012-04-26,969000,0,969000,144,144,2,25,"한국","이상우필름","이상우필름","청소년관람불가","드라마","이상우","권범택"
"써니",2011-05-04,863000,0,54036428100,132,7362789,1,8,"한국","(주)알로하픽쳐스,(주)토일렛픽쳐스","(주)씨제이이엔엠","15세이상관람가","드라마,코미디","강형철","유호정"
"앙상블",2014-12-18,744000,0,744000,124,124,1,2,"한국","길스토리","길스토리","전체관람가","드라마,다큐멘터리","이종필","권혁주"
"플라스틱 섹스",2012-12-26,560000,0,560000,110,110,1,9,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","성인물(에로)","이숭환","고나혜"
"맛있는불륜-택시",2012-10-25,515000,0,515000,103,103,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이숭환","양민영"
"오늘",2011-10-27,711000,0,713525000,92,131988,1,8,"한국","(주)포시즌스카이컴퍼니","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","이정향","송혜교"
"티끌모아 로맨스",2011-11-10,652000,0,2942253500,87,424002,2,35,"한국","(주)아이에이치큐,㈜인디스토리","필라멘트픽쳐스","15세이상관람가","멜로/로맨스,코미디","김정환","한예슬"
"만화방",2012-02-29,1066000,0,1071000,82,83,1,6,"한국","(주)영진크리에이티브","(주)영진크리에이티브","청소년관람불가","코미디,성인물(에로)","허재형","이은미"
"핏불테리아",2012-10-23,492800,0,492800,77,77,1,1,"한국","스턴트코리아","스턴트코리아","청소년관람불가","액션","고명안",NA
"48시간의 일탈",2012-04-28,350050,0,350050,75,75,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","성인물(에로),드라마","이숭환","고나혜"
"맛있는 스캔들",2012-11-02,4e+05,0,4e+05,75,75,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","이신애"
"스팟걸-교수와 여제자",2012-08-02,4e+05,0,4e+05,75,75,1,1,"한국","비즈니스네크워크","(유)조이앤컨텐츠그룹","청소년관람불가","드라마","신혜성","김한규"
"여인의 숨결",2012-08-10,4e+05,0,4e+05,75,75,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","드라마","이세일","강지원"
"배꼽",2013-01-17,3e+05,0,3e+05,50,50,1,5,"한국","(주)태원엔터테인먼트,지오엔터테인먼트","타임스토리그룹(주)","청소년관람불가","가족,코미디","박보상","김승우"
"전망 좋은 방-맛있는 섹스",2012-12-19,190000,0,190000,45,45,1,5,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","강유키"
"90분",2012-08-23,248000,0,248000,42,42,1,4,"한국","(주)사람과사람","(주)키노아이디엠씨","청소년관람불가","스릴러","박선욱","주상욱"
"전망좋은해변-두여자",2012-12-26,260000,0,260000,40,40,1,5,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","양민영"
"마지막 중독",2013-04-19,150000,0,150000,30,30,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","성인물(에로)","이세일","김지원"
"이상,한가역반응",2011-10-28,45832,0,45832,27,27,1,4,"한국",NA,NA,"15세이상관람가",NA,"최진성",NA
"고양이: 죽음을 보는 두 개의 눈",2011-07-07,130000,0,4780632000,26,672340,2,3,"한국","파인하우스필름(주)","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","공포(호러)","변승욱","김예론"
"거짓말 섹스가 좋아",2013-07-04,50000,0,50000,25,25,1,4,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","김지원"
"맛있는 섹스 - 인연",2013-06-27,50000,0,50000,25,25,1,5,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","성인물(에로),드라마,멜로/로맨스","이세일","양민영"
"세상에서 가장 아름다운 이별",2011-04-20,165000,0,2297005000,23,317013,1,2,"한국","(주)수필름","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마","민규동","김갑수"
"금지된 섹스, 불륜",2011-09-22,120000,0,120000,20,20,1,1,"한국",NA,NA,"청소년관람불가","멜로/로맨스,드라마","이영훈","이신애"
"깊은 사랑",2012-12-12,120000,0,120000,20,20,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","허재호"
"몽정애",2011-05-03,130000,0,130000,20,20,2,2,"한국",NA,NA,"청소년관람불가","멜로/로맨스,드라마","이숭환","정성훈"
"몽정애-감독판",2012-12-20,140000,0,140000,20,20,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이숭환","정성훈"
"의뢰인",2011-09-29,89000,0,17797131500,17,2393103,1,2,"한국","청년필름(주)","(주)쇼박스","15세이상관람가","스릴러","손영성","박희순"
"고지전",2011-07-20,123000,0,21968680600,14,2945151,1,1,"한국","(주)티피에스컴퍼니","(주)쇼박스","15세이상관람가","드라마,전쟁","장훈","신하균"
"AV스타납치사건",2012-11-22,65000,0,65000,10,10,2,4,"한국","골든타이드픽처스(주)","골든타이드픽처스(주)","청소년관람불가","스릴러","김춘찬","한기윤"
"금지된 섹스 불륜2",2012-11-15,30000,0,30000,10,10,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이숭환",NA
"맛있는 섹스, 맛있는 상상",2012-11-22,30000,0,30000,10,10,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이숭환","윤영월"
"몽정애-꿈 속의 여인",2013-12-31,40000,0,40000,10,10,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이영화","이민우"
"스무살의 이중생활",2012-11-29,1e+05,0,1e+05,10,10,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이숭환","유예나"
"전망 좋은 방-밀애",2012-11-08,30000,0,30000,10,10,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이숭환","이소영"
"전망 좋은 차- 맛있는 섹스",2013-07-17,20000,0,20000,10,10,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","성인물(에로)","이세일","강세미"
"참을 수 없는 성적유희 감독판",2013-02-15,150000,0,150000,10,10,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","성인물(에로)","이세일","이소영"
"창녀의 성적유희",2013-05-29,150000,0,150000,10,10,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","성인물(에로)","이세일","심은진"
"잔혹한 앵글의 로망스",2012-12-13,59000,0,59000,9,9,2,4,"한국","골든타이드픽처스(주),(주)영화사히트","골든타이드픽처스(주),Yellow Pictures","청소년관람불가","멜로/로맨스,미스터리","고락중","한기윤"
"평범한 날들",2011-09-29,54000,0,10687400,9,1423,1,3,"한국","이난필름","㈜인디스토리","15세이상관람가","드라마","이난","박일목"
"도가니",2011-09-22,38000,0,35566892800,7,4662829,1,2,"한국","(주)삼거리픽쳐스,(주)판타지오","(주)씨제이이엔엠","청소년관람불가","드라마","황동혁","정유미"
"야색야동",2012-03-15,10000,0,10000,5,5,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","성인물(에로),드라마","이세일","용복"
"화이트: 저주의 멜로디",2011-06-09,38000,0,5587204000,5,790959,1,2,"한국","(주)두엔터테인먼트","(주)씨제이이엔엠","15세이상관람가","공포(호러)","김곡,김선","황우슬"
"AV 아이돌",2012-08-02,10000,0,10000,2,2,1,1,"한국","(주)영화사조아","골든타이드픽처스(주)","청소년관람불가","코미디","조조 히데오","여민정"
"글러브",2011-01-20,10000,0,13756114000,2,1887733,1,1,"한국","(주)시네마서비스","CJ ENM","전체관람가","드라마","강우석","강신일"
"고양이 소녀",2013-11-28,8000,0,8000,1,1,1,1,"한국","영화사시작","골든타이드픽처스(주)","청소년관람불가","멜로/로맨스,드라마","최경진","이수완"
"자극의 세기",2013-05-23,7000,0,7000,1,1,1,1,"한국","(주)에스에이치필름,주식회사 에스에이치미디어","(주)액티버스엔터테인먼트","청소년관람불가","드라마,공포(호러),미스터리","정길영,박성현,송동일","고명환"
"달빛 길어올리기",2011-03-17,0,0,362910000,0,57261,1,1,"한국","(재)전주국제영화제조직위원회","(주)쇼박스,(주)씨제이이엔엠,롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","임권택","박중훈"
